STATECODE,LabelSchoolNameShort,LabelSchoolNameLong,DSTCODE,DISTRICTNAME,SchNameDistName,GRADECONFIG,ADDRESS,CITY,ZIP,CHARTER,CORECITY5,CORECITY6,MCSCHOOL,MCELEM,GRCONFIG,ELEM,MIDDLE,HIGH
20104,Narragansett HS,Narragansett High School,20,Narragansett,"Narragansett HS, Narragansett",High School,245 South Pier Road,Narragansett,02882,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
20103,Narragansett Pier MS,Narragansett Pier School,20,Narragansett,"Narragansett Pier MS, Narragansett",Middle School,235 South Pier Road,Narragansett,02882,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,05 - 08,,MIDDLE,
28143,Bishop MS,Nathan Bishop Middle,28,Providence,"Bishop MS, Providence",Middle School,101 Sessions Street,Providence,02906,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
28145,Greene MS,Nathanael Greene Middle,28,Providence,"Greene MS, Providence",Middle School,721 Chalkstone Avenue,Providence,02908,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
26111,Nathanael Greene,Nathanael Greene School,26,Pawtucket,"Nathanael Greene, Pawtucket",Elementary School,285 Smithfield Avenue,Pawtucket,02860,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
01104,Nayatt,Nayatt School,01,Barrington,"Nayatt, Barrington",Elementary School,400 Nayatt Rd,Barrington,02806,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 03,ELEM,,
07135,NEL/CPS HS,NEL/CPS Construction Career,07,Cranston,"NEL/CPS HS, Cranston",High School,4 Sharpe Drive,Cranston,02920,Charter School,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
16111,Ferri MS,Nicholas A. Ferri Middle,16,Johnston,"Ferri MS, Johnston",Middle School,10 Memorial Avenue,Johnston,02919,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
08116,N Cumberland MS,North Cumberland Middle,08,Cumberland,"N Cumberland MS, Cumberland",Middle School,400 Nate Whipple Highway,Cumberland,02864,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
23108,North Kingstown Senior HS,North Kingstown Sr. High,23,North Kingstown,"North Kingstown Senior HS, North Kingstown",High School,150 Fairway Drive,North Kingstown,02852,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
24105,North Providence HS,North Providence High,24,North Providence,"North Providence HS, North Providence",High School,1828 Mineral Spring Avenue,North Providence,02904,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
30106,N Scituate Sch,North Scituate School,30,Scituate,"N Scituate Sch, Scituate",Elementary School,46 Institute Lane,Scituate,02857,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 05,ELEM,,
25110,North Smithfield Elem,North Smithfield Elementary,25,North Smithfield,"North Smithfield Elem, North Smithfield",Elementary School,2214 Providence Pike,North Smithfield,02896,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 02,ELEM,,
25108,North Smithfield HS,North Smithfield HS,25,North Smithfield,"North Smithfield HS, North Smithfield",High School,412 Greenville Road,North Smithfield,02896,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
25109,North Smithfield MS,North Smithfield MS,25,North Smithfield,"North Smithfield MS, North Smithfield",Middle School,1850 Providence Pike,North Smithfield,02896,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
17114,N Early Learning Ctr,Northern Early Learning Ctr,17,Lincoln,"N Early Learning Ctr, Lincoln",Elementary School,315 New River Road,Lincoln,02838,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 01,ELEM,,
17113,N Lincoln Elem,Northern Lincoln Elem.,17,Lincoln,"N Lincoln Elem, Lincoln",Elementary School,315 New River Road,Lincoln,02838,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,02 - 05,ELEM,,
35101,Norwood,Norwood School,35,Warwick,"Norwood, Warwick",Elementary School,266 Norwood Avenue,Warwick,02888,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
07103,Oak Lawn,Oak Lawn School,07,Cranston,"Oak Lawn, Cranston",Elementary School,36 Stoneham Street,Cranston,02920,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 06,ELEM,,
35104,Oakland Beach,Oakland Beach School,35,Warwick,"Oakland Beach, Warwick",Elementary School,383 Oakland Beach Avenue,Warwick,02889,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 06,ELEM,,
31104,Old County Rd,Old County Road School,31,Smithfield,"Old County Rd, Smithfield",Elementary School,200 Old County Road,Smithfield,02917,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
07136,Orchard Farms,Orchard Farms El. School,07,Cranston,"Orchard Farms, Cranston",Elementary School,1555 Scituate Avenue,Cranston,02921,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 06,ELEM,,
10124,Orlo Ave,Orlo Avenue School,10,East Providence,"Orlo Ave, East Providence",Elementary School,25 Orlo Avenue,East Providence,02914,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
35132,Park,Park School,35,Warwick,"Park, Warwick",Elementary School,40 Asylum Road,Warwick,02886,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
07123,Park View MS,Park View Middle School,07,Cranston,"Park View MS, Cranston",Middle School,25 Park View Boulevard,Cranston,02910,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,07 - 08,,MIDDLE,
28602,Cuffee,Paul Cuffee Charter School,51,Paul Cuffee,"Cuffee, Paul Cuffee",Elementary and Middle Schoo,459 Promenade Street,Providence,02908,Charter School,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 08,ELEM,,
32107,Peace Dale,Peace Dale School,32,South Kingstown,"Peace Dale, South Kingstown",Elementary School,109 Kersey Road,South Kingstown,02879,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
28146,Perrry MS,Perry Middle School,28,Providence,"Perrry MS, Providence",Middle School,370 Hartford Avenue,Providence,02909,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
35134,Pilgrim HS,Pilgrim High School,35,Warwick,"Pilgrim HS, Warwick",High School,111 Pilgrim Parkway,Warwick,02888,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
28165,Pleasant View,Pleasant View School,28,Providence,"Pleasant View, Providence",Elementary School,50 Obadiah Brown Road,Providence,02909,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,PK - 05,ELEM,,
33107,Pocasset,Pocasset School,33,Tiverton,"Pocasset, Tiverton",Elementary School,242 Main Road,Tiverton,02878,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 04,ELEM,,
99102,Ponaganset HS,Ponaganset High School,99,Foster-Glocester,"Ponaganset HS, Foster-Glocester",High School,137 Anan Wade Road,Glocester,02857,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
99101,Ponaganset MS,Ponaganset Middle School,99,Foster-Glocester,"Ponaganset MS, Foster-Glocester",Middle School,7 Rustic Hill Road,Glocester,02857,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
27106,Portsmouth HS,Portsmouth High School,27,Portsmouth,"Portsmouth HS, Portsmouth",High School,Education Lane,Portsmouth,02871,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
27112,Portsmouth MS,Portsmouth Middle School,27,Portsmouth,"Portsmouth MS, Portsmouth",Middle School,125 Jepson Lane,Portsmouth,02871,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,05 - 08,,MIDDLE,
26110,Potter-Burns,Potter-Burns School,26,Pawtucket,"Potter-Burns, Pawtucket",Elementary School,973 Newport Avenue,Pawtucket,02861,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
01103,Primrose Hill,Primrose Hill School,01,Barrington,"Primrose Hill, Barrington",Elementary School,Middle Highway,Barrington,02806,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 03,ELEM,,
28188,PAIS (HS),Providence Academy,28,Providence,"PAIS (HS), Providence",High School,182 Thurbers Avenue,Providence,02905,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
28193,PCTA (HS),Providence Career Technical,28,Providence,"PCTA (HS), Providence",High School,91 Fricker street,Providence,02903,Non-Charter,Core City (5),Core City (6),Making Connections School,Non MC Elem School,09 - 12,,,HIGH
28702,RI School for the Deaf,R.I. School for the Deaf,50,RI Deaf,"RI School for the Deaf, RI Deaf",Elementary Middle High,1 Corliss Park,Providence,02908,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,PK - 12,ELEM,MIDDLE,HIGH
33105,Ranger,Ranger School,33,Tiverton,"Ranger, Tiverton",Elementary School,278 North Brayton Road,Tiverton,02878,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 04,ELEM,,
31108,LaPerche,Raymond LaPerche School,31,Smithfield,"LaPerche, Smithfield",Elementary School,11 Limerock Road,Smithfield,02917,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
28142,Reservoir Ave,Reservoir Avenue School,28,Providence,"Reservoir Ave, Providence",Elementary School,156 Reservoir Avenue,Providence,02907,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
98105,Richmond Elem,Richmond Elementary School,98,Chariho,"Richmond Elem, Chariho",Elementary School,190 Kingstown Road,Richmond,02898,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 04,ELEM,,
10122,Riverside MS,Riverside Middle School,10,East Providence,"Riverside MS, East Providence",Middle School,179 Forbes Street,East Providence,02915,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
28138,Kennedy,Robert F. Kennedy El. School,28,Providence,"Kennedy, Providence",Elementary School,195 Nelson Street,Providence,02908,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
28156,Bailey,"Robert L. Bailey, IV",28,Providence,"Bailey, Providence",Elementary School,65 Gordon Avenue,Providence,02905,Non-Charter,Core City (5),Core City (6),Making Connections School,Making Connections Elem School,PK - 05,ELEM,,
04105,Robertson,Robertson School,04,Central Falls,"Robertson, Central Falls",Elementary School,135 Hunt St,Central Falls,02863,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
35121,Robertson,Robertson School,35,Warwick,"Robertson, Warwick",Elementary School,70 Nausauket Road,Warwick,02886,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
96106,Rockwell,Rockwell School,96,Bristol Warren,"Rockwell, Bristol Warren",Elementary School,1225 Hope Street,Bristol,02809,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
28147,Williams MS,Roger Williams Middle,28,Providence,"Williams MS, Providence",Middle School,278 Thurbers Avenue,Providence,02905,Non-Charter,Core City (5),Core City (6),Making Connections School,Non MC Elem School,06 - 08,,MIDDLE,
21111,Rogers HS,Rogers High School,21,Newport,"Rogers HS, Newport",High School,15 Wickham Road,Newport,02840,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
26106,Slater Jr High,Samuel Slater Junior High,26,Pawtucket,"Slater Jr High, Pawtucket",Middle School,281 Mineral Spring Avenue,Pawtucket,02860,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,07 - 08,,MIDDLE,
28172,Bridgham MS,Samuel W. Bridgham Middle,28,Providence,"Bridgham MS, Providence",Middle School,1655 Westminster Street,Providence,02909,Non-Charter,Core City (5),Core City (6),Making Connections School,Non MC Elem School,06 - 08,,MIDDLE,
16108,Barnes,Sarah Dyer Barnes School,16,Johnston,"Barnes, Johnston",Elementary School,24 Barnes Avenue,Johnston,02919,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,01 - 05,ELEM,,
17112,Saylesville,Saylesville Elementary,17,Lincoln,"Saylesville, Lincoln",Elementary School,50 Woodland Street,Lincoln,02865,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,02 - 05,ELEM,,
30104,Scituate HS,Scituate High School,30,Scituate,"Scituate HS, Scituate",High School,94 Trimtown Road,Scituate,02857,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
30105,Scituate MS,Scituate Middle School,30,Scituate,"Scituate MS, Scituate",Middle School,94 Trimtown Road,Scituate,02857,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
35135,Scott,Scott School,35,Warwick,"Scott, Warwick",Elementary School,833 Centerville Road,Warwick,02886,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
04602,Segue Inst,Segue Inst for Learning,46,Segue Inst for Learning,"Segue Inst, Segue Inst for Learning",Middle School,361 Cowden St,Central Falls,02863,Charter School,Core City (5),Core City (6),Non MC School,Non MC Elem School,06 - 08,,MIDDLE,
28180,Sgt Cornel Young Jr,"Sergeant Cornel Young, Jr.",28,Providence,"Sgt Cornel Young Jr, Providence",Elementary School,674 Prairie Avenue,Providence,02905,Non-Charter,Core City (5),Core City (6),Making Connections School,Making Connections Elem School,K - 05,ELEM,,
26118,Shea HS,Shea High School,26,Pawtucket,"Shea HS, Pawtucket",High School,485 East Avenue,Pawtucket,02860,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
35127,Sherman,Sherman School,35,Warwick,"Sherman, Warwick",Elementary School,120 Killey Avenue,Warwick,02889,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 06,ELEM,,
10123,Silver Spring,Silver Spring School,10,East Providence,"Silver Spring, East Providence",Elementary School,120 Silver Spring Avenue,East Providence,02915,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
31107,Smithfield HS,Smithfield High School,31,Smithfield,"Smithfield HS, Smithfield",High School,90 Pleasant View Avenue,Smithfield,02917,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
32108,South Kinstown HS,South Kingstown High,32,South Kingstown,"South Kinstown HS, South Kingstown",High School,215 Columbia Street,South Kingstown,02879,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
01109,Sowams,Sowams Elementary School,01,Barrington,"Sowams, Barrington",Elementary School,364 Sowams Rd,Barrington,02806,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 03,ELEM,,
36111,Springbrook,Springbrook Elementary School,36,Westerly,"Springbrook, Westerly",Elementary School,39 Springbrook Road,Westerly,02891,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 04,ELEM,,
07120,Stadium,Stadium School,07,Cranston,"Stadium, Cranston",Elementary School,100 Crescent Avenue,Cranston,02910,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 06,ELEM,,
36106,State St,State Street School,36,Westerly,"State St, Westerly",Elementary School,25 State Street,Westerly,02891,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 04,ELEM,,
03105,Steere Farm,Steere Farm Elementary School,03,Burrillville,"Steere Farm, Burrillville",Elementary School,915 Steere Farm Road,Burrillville,02859,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 05,ELEM,,
24106,Olney,Stephen Olney School,24,North Providence,"Olney, North Providence",Elementary School,1378 Douglas Avenue,North Providence,02904,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 05,ELEM,,
07127,Stone Hill,Stone Hill School,07,Cranston,"Stone Hill, Cranston",Elementary School,21 Village Avenue,Cranston,02920,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,PK - 06,ELEM,,
23114,Stony Lane,Stony Lane El. School,23,North Kingstown,"Stony Lane, North Kingstown",Elementary School,825 Stony Lane,North Kingstown,02852,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 03,ELEM,,
21110,Sullivan,Sullivan School,21,Newport,"Sullivan, Newport",Elementary School,35 Dexter Street,Newport,02840,Non-Charter,Core City (5),Core City (6),Non MC School,Non MC Elem School,PK - 04,ELEM,,
23113,Quidnesset,Suzanne M. Henseler Quidnesse,23,North Kingstown,"Quidnesset, North Kingstown",Elementary School,166 Mark Drive,North Kingstown,02852,Non-Charter,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,04 - 05,ELEM,,
28178,Textron CofC HS,Textron Chamber of Commerce,28,Providence,"Textron CofC HS, Providence",High School,130 Broadway,Providence,02903,Charter School,Core City (5),Core City (6),Non MC School,Non MC Elem School,09 - 12,,,HIGH
23601,Compass,The Compass School,55,Compass,"Compass, Compass",Elementary and Middle Schoo,537 Old North Rd,North Kingstown,02881,Charter School,Non Core City (5),Non Core City (6),Non MC School,Non MC Elem School,K - 08,ELEM,,
