scode,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_04,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_04,RD_SLT_S_EMH_PCT_Less_BFAST_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_04,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_04,RD_SLT_S_EMH_PCT_YES_ROBBED_04,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_04,RD_SLT_S_EMH_PCT_attendany_afterschl_04,RD_SLT_S_EMH_PCT_paidwork_afterschl_04,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_04,RD_SLT_S_EMH_PCT_EDUC_afterschl_04,RD_SLT_S_EMH_PCT_VOL_afterschl_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_04,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_04,RD_SLT_S_EMH_PCT_ACTMEAN_04,RD_SLT_S_EMH_PCT_BREAKRULES_04,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_04,RD_SLT_S_EMH_PCT_HANG_TRBSTU_04,RD_SLT_S_EMH_PCT_TELLLIE_04,RD_SLT_S_EMH_PCT_HITOTHR_04,RD_SLT_S_EMH_PCT_STEALHME_04,RD_SLT_S_EMH_PCT_STEALOTHR_04,RD_SLT_S_EMH_PCT_CUTCLASS_04,RD_SLT_S_EMH_PCT_GANGACT_04,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_04,RD_SLT_S_EMH_PCT_YES_beatup_04,RD_SLT_S_EMH_PCT_Yes_TBeatup_04,RD_SLT_S_EMH_PCT_Yes_Afraid_04,RD_SLT_S_EMH_PCT_Yes_protection_04,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_04,RD_SLT_S_EMH_PCT_NONWHITE_04,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_05,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_05,RD_SLT_S_EMH_PCT_Less_BFAST_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_05,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_05,RD_SLT_S_EMH_PCT_YES_ROBBED_05,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_05,RD_SLT_S_EMH_PCT_attendany_afterschl_05,RD_SLT_S_EMH_PCT_paidwork_afterschl_05,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_05,RD_SLT_S_EMH_PCT_EDUC_afterschl_05,RD_SLT_S_EMH_PCT_VOL_afterschl_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_05,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_05,RD_SLT_S_EMH_PCT_ACTMEAN_05,RD_SLT_S_EMH_PCT_BREAKRULES_05,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_05,RD_SLT_S_EMH_PCT_HANG_TRBSTU_05,RD_SLT_S_EMH_PCT_TELLLIE_05,RD_SLT_S_EMH_PCT_HITOTHR_05,RD_SLT_S_EMH_PCT_STEALHME_05,RD_SLT_S_EMH_PCT_STEALOTHR_05,RD_SLT_S_EMH_PCT_CUTCLASS_05,RD_SLT_S_EMH_PCT_GANGACT_05,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_05,RD_SLT_S_EMH_PCT_YES_beatup_05,RD_SLT_S_EMH_PCT_Yes_TBeatup_05,RD_SLT_S_EMH_PCT_Yes_Afraid_05,RD_SLT_S_EMH_PCT_Yes_protection_05,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_05,RD_SLT_S_EMH_PCT_NONWHITE_05,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_06,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_06,RD_SLT_S_EMH_PCT_Less_BFAST_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_06,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_06,RD_SLT_S_EMH_PCT_YES_ROBBED_06,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_06,RD_SLT_S_EMH_PCT_attendany_afterschl_06,RD_SLT_S_EMH_PCT_paidwork_afterschl_06,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_06,RD_SLT_S_EMH_PCT_EDUC_afterschl_06,RD_SLT_S_EMH_PCT_VOL_afterschl_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_06,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_06,RD_SLT_S_EMH_PCT_ACTMEAN_06,RD_SLT_S_EMH_PCT_BREAKRULES_06,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_06,RD_SLT_S_EMH_PCT_HANG_TRBSTU_06,RD_SLT_S_EMH_PCT_TELLLIE_06,RD_SLT_S_EMH_PCT_HITOTHR_06,RD_SLT_S_EMH_PCT_STEALHME_06,RD_SLT_S_EMH_PCT_STEALOTHR_06,RD_SLT_S_EMH_PCT_CUTCLASS_06,RD_SLT_S_EMH_PCT_GANGACT_06,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_06,RD_SLT_S_EMH_PCT_YES_beatup_06,RD_SLT_S_EMH_PCT_Yes_TBeatup_06,RD_SLT_S_EMH_PCT_Yes_Afraid_06,RD_SLT_S_EMH_PCT_Yes_protection_06,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_06,RD_SLT_S_EMH_PCT_NONWHITE_06,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_07,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_07,RD_SLT_S_EMH_PCT_Less_BFAST_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_07,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_07,RD_SLT_S_EMH_PCT_YES_ROBBED_07,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_07,RD_SLT_S_EMH_PCT_attendany_afterschl_07,RD_SLT_S_EMH_PCT_paidwork_afterschl_07,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_07,RD_SLT_S_EMH_PCT_EDUC_afterschl_07,RD_SLT_S_EMH_PCT_VOL_afterschl_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_07,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_07,RD_SLT_S_EMH_PCT_ACTMEAN_07,RD_SLT_S_EMH_PCT_BREAKRULES_07,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_07,RD_SLT_S_EMH_PCT_HANG_TRBSTU_07,RD_SLT_S_EMH_PCT_TELLLIE_07,RD_SLT_S_EMH_PCT_HITOTHR_07,RD_SLT_S_EMH_PCT_STEALHME_07,RD_SLT_S_EMH_PCT_STEALOTHR_07,RD_SLT_S_EMH_PCT_CUTCLASS_07,RD_SLT_S_EMH_PCT_GANGACT_07,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_07,RD_SLT_S_EMH_PCT_YES_beatup_07,RD_SLT_S_EMH_PCT_Yes_TBeatup_07,RD_SLT_S_EMH_PCT_Yes_Afraid_07,RD_SLT_S_EMH_PCT_Yes_protection_07,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_07,RD_SLT_S_EMH_PCT_NONWHITE_07,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_08,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_08,RD_SLT_S_EMH_PCT_Less_BFAST_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_08,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_08,RD_SLT_S_EMH_PCT_YES_ROBBED_08,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_08,RD_SLT_S_EMH_PCT_attendany_afterschl_08,RD_SLT_S_EMH_PCT_paidwork_afterschl_08,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_08,RD_SLT_S_EMH_PCT_EDUC_afterschl_08,RD_SLT_S_EMH_PCT_VOL_afterschl_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_08,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_08,RD_SLT_S_EMH_PCT_ACTMEAN_08,RD_SLT_S_EMH_PCT_BREAKRULES_08,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_08,RD_SLT_S_EMH_PCT_HANG_TRBSTU_08,RD_SLT_S_EMH_PCT_TELLLIE_08,RD_SLT_S_EMH_PCT_HITOTHR_08,RD_SLT_S_EMH_PCT_STEALHME_08,RD_SLT_S_EMH_PCT_STEALOTHR_08,RD_SLT_S_EMH_PCT_CUTCLASS_08,RD_SLT_S_EMH_PCT_GANGACT_08,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_08,RD_SLT_S_EMH_PCT_YES_beatup_08,RD_SLT_S_EMH_PCT_Yes_TBeatup_08,RD_SLT_S_EMH_PCT_Yes_Afraid_08,RD_SLT_S_EMH_PCT_Yes_protection_08,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_08,RD_SLT_S_EMH_PCT_NONWHITE_08
16104,4.48,2.99,16.42,46.97,20.00,4.41,38.24,3.39,89.55,49.23,58.21,58.21,24.24,53.73,12.50,4.69,35.82,29.85,16.42,26.87,13.64,5.97,1.49,0.00,2.99,4.48,11.76,5.88,11.76,42.65,5.88,1.47,21.13,4.62,0.00,10.77,54.84,41.94,0.00,29.23,12.77,86.36,41.54,62.12,72.31,15.63,66.15,28.81,3.39,40.91,39.39,30.30,54.55,13.64,16.67,3.03,3.03,1.52,4.55,7.69,9.23,16.92,40.63,1.59,0.00,24.24,10.14,0.00,18.84,49.18,30.43,2.94,33.82,18.75,77.61,37.31,56.72,52.24,7.46,60.87,14.75,16.67,38.81,43.28,37.31,44.78,21.21,23.88,2.99,4.48,7.46,4.48,8.70,7.25,8.70,34.78,8.82,1.47,26.47,3.33,0.00,6.56,50.00,36.07,1.67,31.15,4.55,85.25,36.67,72.13,63.33,5.08,60.66,25.00,2.70,39.34,44.26,24.59,60.00,27.87,36.67,15.25,3.39,6.67,6.67,6.56,8.20,5.00,16.39,1.67,1.69,20.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16106,11.25,1.30,2.53,45.45,25.64,1.25,16.25,1.41,96.25,36.71,85.00,62.50,16.67,55.00,14.67,2.04,17.72,16.67,11.25,27.85,11.25,5.00,5.00,1.25,5.00,10.00,5.00,3.80,3.75,29.11,7.50,1.27,11.25,6.02,0.00,6.10,53.01,38.75,0.00,21.18,3.13,90.48,56.63,75.00,69.05,29.76,60.00,30.77,4.88,11.90,23.81,16.47,19.28,11.90,1.18,3.53,1.18,1.18,4.71,5.88,6.02,7.06,19.05,3.57,1.20,8.24,5.80,2.90,12.68,47.14,29.85,0.00,20.83,4.76,95.71,39.13,74.29,77.14,22.39,54.93,21.21,10.34,14.08,17.14,15.49,23.94,10.00,8.57,1.41,2.82,2.82,4.23,2.78,2.78,2.78,15.28,2.78,0.00,7.04,2.25,2.20,18.68,42.05,31.03,0.00,21.11,7.32,91.21,42.70,81.32,62.64,17.58,51.65,20.24,3.90,25.56,29.67,21.98,25.84,4.40,5.49,5.49,2.20,2.20,5.56,6.67,3.33,2.25,26.97,11.11,0.00,12.09,4.65,0.00,10.47,31.33,25.88,0.00,32.56,3.03,91.86,41.86,74.42,72.09,13.95,44.19,12.20,4.35,29.41,24.71,8.24,28.24,11.63,4.65,6.98,1.16,1.18,1.18,2.33,1.16,4.65,30.23,0.00,0.00,7.14
16108,3.85,1.28,14.10,46.67,21.52,0.00,28.21,2.99,96.25,44.30,75.00,82.50,17.50,51.90,14.67,2.74,21.79,22.78,13.75,27.85,6.33,16.25,11.25,1.25,2.50,6.25,6.25,10.00,11.25,30.00,2.50,1.25,22.78,5.81,1.16,8.14,48.75,13.25,3.45,31.82,3.95,83.72,28.24,72.09,61.63,18.82,50.00,9.09,3.57,27.06,24.71,19.28,34.12,16.87,12.05,7.23,3.57,2.35,4.88,14.61,9.09,13.79,34.83,6.90,3.53,14.61,3.41,0.00,16.48,57.95,28.09,0.00,37.78,11.11,86.81,36.36,67.78,66.67,6.82,67.03,17.44,3.45,27.47,25.27,17.98,32.97,14.44,7.78,5.62,6.59,1.11,5.56,10.00,7.78,11.11,33.33,8.89,2.22,10.00,3.95,0.00,11.84,42.25,32.43,1.32,31.58,9.84,89.47,41.33,69.74,73.33,16.00,55.26,17.39,2.86,22.37,10.53,26.32,25.00,9.21,5.33,2.63,2.63,0.00,5.26,5.26,10.53,6.58,45.33,1.33,0.00,13.51,1.27,1.25,19.10,41.57,30.23,1.14,22.22,7.69,96.63,47.06,82.02,67.42,50.00,51.69,19.77,5.41,41.57,47.13,27.59,54.65,22.99,15.91,11.49,4.49,4.49,6.90,6.59,6.74,8.89,26.37,6.67,1.15,19.57
16109,6.58,1.35,19.74,47.22,22.37,0.00,12.33,1.82,86.84,32.89,69.74,71.05,14.67,46.05,22.22,5.08,17.11,17.33,7.89,11.84,5.26,1.32,0.00,0.00,1.32,0.00,2.74,4.11,6.85,15.07,2.74,1.37,13.70,5.32,2.13,12.90,42.86,20.43,2.04,13.54,5.63,94.74,48.39,74.74,70.53,19.15,43.16,19.10,14.29,17.02,19.79,7.37,18.75,6.32,2.08,7.29,2.11,5.21,5.32,3.06,4.08,4.08,21.43,4.12,1.03,16.49,3.77,0.93,14.55,36.79,18.69,0.89,12.39,8.14,84.68,40.00,71.17,66.36,18.87,42.73,11.65,11.11,14.41,25.00,8.04,16.96,8.11,6.31,5.41,3.57,3.57,4.59,2.65,3.54,6.19,17.70,8.04,1.79,20.35,8.33,2.80,13.89,44.12,37.14,2.63,23.89,8.97,92.73,42.20,79.09,70.91,33.94,58.88,21.00,13.64,12.84,24.77,7.41,31.82,10.00,1.82,9.09,3.64,4.55,5.45,7.89,5.26,10.71,24.56,5.31,0.89,16.36,6.67,2.03,12.67,54.42,33.78,1.32,21.05,14.47,92.67,45.95,74.67,67.79,12.00,57.72,30.14,7.44,30.46,27.15,14.57,37.33,17.57,14.97,9.27,1.99,4.64,10.07,6.54,7.24,9.27,37.91,6.62,0.67,17.99
16110,13.33,5.48,12.16,52.11,31.94,2.67,40.54,1.69,90.67,50.00,66.67,69.33,22.97,64.86,17.39,17.02,32.00,24.00,27.40,42.67,16.00,16.00,10.67,4.05,4.00,8.00,8.00,10.67,12.00,28.00,2.70,2.70,16.44,13.04,1.45,15.94,55.38,42.19,2.86,42.86,18.18,88.41,44.93,69.57,56.52,42.03,71.01,23.33,17.50,47.83,31.88,28.99,46.38,33.33,24.64,10.29,4.35,11.76,14.49,14.29,7.14,14.71,27.14,4.41,0.00,11.43,10.14,0.00,7.25,68.18,38.24,0.00,31.88,15.52,98.55,47.06,79.71,69.57,71.64,76.81,27.69,10.00,36.23,42.65,31.88,56.52,18.84,16.18,10.14,7.35,20.29,11.59,11.59,5.80,15.94,44.93,2.90,0.00,16.18,23.88,0.00,12.12,56.06,38.46,5.97,44.78,14.04,97.01,56.06,79.10,74.63,7.46,64.18,29.69,10.00,32.84,35.82,22.39,38.81,33.33,10.45,14.29,7.69,3.03,16.42,13.43,5.97,16.67,26.87,3.03,3.03,16.42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16111,26.47,9.23,39.86,57.89,32.55,10.61,28.28,15.88,78.54,38.86,55.85,51.10,6.93,65.61,23.93,20.63,56.89,54.02,33.19,50.14,41.00,30.66,12.41,14.23,14.07,13.38,9.07,6.18,8.38,29.16,5.22,2.06,17.79,22.22,10.87,43.13,55.62,25.45,12.38,28.51,19.46,78.39,39.22,59.10,50.48,8.52,62.11,18.37,16.96,52.40,48.63,31.91,49.45,39.48,31.55,9.64,13.76,11.66,9.66,9.51,6.40,10.73,28.65,5.98,2.18,19.70,20.50,8.77,40.96,53.06,26.45,10.46,24.48,10.70,80.72,34.60,60.43,52.74,9.86,60.17,18.68,18.21,52.87,52.79,30.13,51.87,38.51,32.05,10.00,12.29,13.00,10.74,8.61,6.12,8.48,32.50,6.55,2.23,22.01,18.54,10.81,38.22,52.36,29.55,15.78,32.30,20.26,78.65,36.50,58.22,52.79,9.03,61.01,20.54,19.68,55.19,54.67,28.80,51.26,40.70,33.47,12.17,12.50,12.63,12.80,13.34,7.12,12.47,35.02,7.78,1.69,26.74,16.59,9.25,38.34,55.61,32.39,11.54,28.61,20.81,76.65,30.85,58.24,49.41,6.36,65.48,22.14,15.93,52.79,53.02,30.49,51.41,39.97,31.17,12.15,12.70,10.95,12.26,12.27,9.26,13.89,30.59,8.66,3.77,24.46
16112,47.11,22.76,78.44,50.63,19.08,28.73,24.69,13.30,56.51,25.87,46.70,37.80,10.43,56.01,13.56,38.55,63.42,57.46,27.04,53.06,51.03,28.66,11.67,16.69,37.22,13.03,11.92,5.91,9.02,26.51,8.39,3.58,20.03,51.13,17.07,57.16,51.96,20.73,27.72,27.01,13.62,58.43,29.33,44.28,37.92,10.47,57.89,14.70,40.74,60.42,58.46,24.32,50.61,56.19,29.53,9.67,15.38,35.76,10.56,11.48,7.01,10.45,23.47,9.09,4.48,24.02,40.32,15.02,53.75,44.76,16.77,20.66,22.62,5.26,55.35,26.23,44.50,35.69,12.76,49.76,11.48,35.88,57.55,56.11,24.37,47.41,51.41,26.02,10.82,14.94,37.07,9.26,7.01,4.07,6.71,17.60,5.31,2.67,21.81,41.73,18.72,53.91,41.26,18.79,25.00,26.96,14.51,56.04,26.30,44.52,36.61,13.64,46.85,13.09,34.46,59.49,54.78,24.88,50.72,53.18,30.89,14.01,20.10,33.92,15.26,12.14,8.47,9.71,20.49,11.08,5.73,24.96,41.50,23.03,53.17,43.53,23.25,25.11,24.43,8.20,55.78,20.28,41.16,34.84,11.79,52.67,13.90,35.71,57.45,53.74,23.17,47.35,49.69,27.66,12.93,19.03,30.67,14.17,13.39,8.42,11.59,20.49,10.82,5.36,25.53
17106,3.91,1.56,3.91,33.88,12.80,2.36,20.47,7.77,94.53,40.16,74.22,71.88,12.50,39.37,5.88,0.00,32.81,30.47,15.63,26.77,14.84,9.52,1.57,1.57,2.34,3.91,3.94,7.09,5.51,29.13,1.57,0.00,8.87,6.67,2.52,8.33,46.96,29.91,0.83,20.66,5.66,95.04,44.17,83.47,80.99,31.40,54.55,20.72,2.20,42.02,31.09,20.00,20.00,19.83,10.92,2.48,4.13,0.83,4.13,3.31,7.44,4.13,24.79,2.50,0.00,11.67,7.69,1.54,11.54,38.89,30.65,1.50,29.32,13.68,90.77,43.08,74.62,69.23,10.00,46.15,22.50,4.17,30.77,29.23,24.03,22.31,15.38,10.69,4.62,1.53,3.05,3.05,6.77,9.09,5.30,32.58,3.01,0.00,11.28,1.04,0.00,7.37,43.96,27.37,1.05,36.84,7.59,89.58,37.89,79.17,64.58,6.25,51.58,18.68,6.02,22.11,33.68,9.47,30.53,17.89,8.42,15.96,3.16,3.16,5.26,8.42,12.63,8.42,34.04,5.26,1.05,7.45,3.09,0.00,12.37,34.07,30.85,1.04,23.16,8.33,97.94,55.79,90.72,72.16,10.53,44.33,19.32,9.20,23.71,30.93,16.67,35.05,10.31,17.71,10.31,4.12,2.06,7.22,6.25,5.26,4.17,32.29,4.17,1.05,10.53
17109,5.38,0.90,10.31,36.04,14.60,0.44,25.78,7.04,96.49,38.74,82.89,80.70,25.22,40.53,9.50,6.67,25.11,19.74,8.81,13.60,11.84,8.37,5.29,1.32,0.44,4.87,4.82,5.29,5.26,27.23,0.88,0.44,13.54,4.74,0.94,11.16,34.88,18.14,0.91,24.20,9.09,95.00,39.53,78.64,79.55,17.13,42.01,10.43,5.29,22.02,19.63,9.13,17.81,10.96,6.36,2.75,1.38,1.83,4.57,4.55,6.39,5.45,23.29,3.64,1.37,12.50,3.49,1.31,13.79,37.44,21.21,0.00,24.68,4.85,96.09,42.73,83.04,80.87,22.81,42.67,15.49,10.05,16.96,15.22,9.13,12.99,10.34,6.47,5.60,0.43,0.43,2.16,3.83,3.83,4.68,19.66,1.28,0.00,10.59,8.13,0.00,12.50,31.61,21.15,0.62,26.09,5.19,97.50,37.97,87.42,83.13,9.03,38.75,13.25,6.03,13.75,20.13,10.00,23.42,10.00,8.75,6.25,3.75,1.25,5.00,6.83,9.32,8.18,24.22,3.13,1.89,10.13,7.04,0.70,7.69,44.53,23.74,0.70,22.92,6.87,97.92,28.87,88.19,84.72,11.11,50.35,16.54,9.45,16.78,23.08,9.03,20.83,12.59,5.67,5.59,2.80,3.50,6.34,6.94,6.38,9.79,34.27,3.47,0.71,12.06
17110,41.07,21.38,60.86,43.01,16.55,31.26,29.14,28.97,68.88,28.47,56.53,44.34,17.33,48.18,11.08,38.84,61.57,55.58,22.29,47.44,51.82,28.86,15.07,17.58,29.95,15.17,17.14,10.41,13.16,30.78,11.09,6.99,18.19,42.55,24.09,43.13,39.14,21.86,30.77,32.09,18.11,68.13,32.51,54.47,42.91,19.88,45.32,15.39,37.89,56.26,53.13,28.64,46.92,51.62,28.77,17.89,22.79,27.94,18.93,20.81,13.05,18.03,31.22,15.61,9.46,19.46,46.56,26.51,43.97,39.02,22.09,31.14,30.46,15.64,65.80,32.57,54.31,45.02,21.33,45.80,15.09,35.63,57.21,53.55,30.19,45.43,52.31,31.40,21.02,23.76,30.29,23.61,23.37,15.95,21.02,30.88,17.34,11.53,22.82,47.35,25.06,41.77,46.17,22.28,28.59,28.49,14.86,65.61,33.00,52.63,49.39,22.25,52.15,16.15,34.64,57.25,55.37,26.74,48.60,54.39,29.95,19.44,21.56,29.74,18.15,16.84,13.38,16.23,30.64,13.11,10.20,24.94,48.05,31.02,46.28,37.47,21.75,34.88,27.49,13.98,63.10,30.60,52.96,43.70,21.05,43.65,15.40,32.36,54.47,55.81,31.55,54.42,53.76,35.36,23.58,26.64,35.11,24.85,21.72,17.14,20.00,28.89,17.20,13.05,27.09
17112,12.62,2.78,13.76,41.51,25.00,2.79,36.57,9.73,93.58,49.53,80.28,76.61,35.65,51.61,14.01,9.47,29.82,22.73,15.00,26.94,16.89,6.39,5.48,2.73,1.82,7.83,8.80,9.26,9.30,25.93,2.34,0.47,11.16,4.74,0.47,11.85,45.37,22.86,3.69,24.07,10.88,92.31,49.00,76.92,73.30,30.88,50.23,16.83,10.07,29.33,30.48,20.00,29.13,15.71,14.49,7.18,5.26,3.35,6.25,6.88,7.91,11.16,25.35,2.78,0.00,13.15,8.38,1.03,13.40,42.62,23.04,0.51,25.38,9.49,91.84,46.39,72.96,68.37,18.46,51.55,12.22,6.76,25.13,23.08,10.82,28.35,16.58,12.37,10.31,2.58,3.61,2.58,6.60,7.61,7.69,36.04,7.14,1.54,14.89,7.44,1.65,8.94,39.17,22.13,3.20,30.08,17.65,93.55,44.54,72.58,73.17,24.59,43.55,16.95,6.49,21.77,20.16,14.52,25.81,19.51,8.06,5.65,4.03,4.03,5.69,15.20,13.82,17.07,37.60,3.23,1.67,21.74,5.94,2.02,9.90,58.16,29.59,4.03,28.69,17.14,91.35,46.15,79.81,73.79,6.93,62.38,24.21,7.69,31.43,39.05,28.85,42.16,21.78,16.19,8.65,3.81,3.81,4.85,17.60,13.22,15.20,44.35,8.87,1.67,26.19
17113,13.54,2.65,13.54,46.49,20.53,3.61,34.54,13.58,89.69,42.93,78.24,66.15,16.76,51.03,14.36,12.87,49.21,45.83,26.56,42.19,27.46,19.17,6.70,5.18,7.22,10.99,13.92,15.63,22.92,48.45,4.71,3.21,16.75,12.57,2.21,10.33,53.93,36.16,2.19,40.76,11.32,90.16,44.44,75.41,72.13,10.11,60.99,28.32,10.74,44.75,45.86,18.78,39.01,22.95,18.03,11.54,5.46,4.37,13.11,14.13,13.59,19.13,40.22,6.04,2.76,14.77,8.38,2.23,10.56,41.57,32.77,1.12,30.73,11.33,93.33,47.22,80.00,71.67,10.67,51.11,22.86,12.42,43.33,39.23,28.09,44.20,20.67,21.11,6.08,2.21,4.97,10.06,17.58,14.92,15.47,44.75,8.29,1.66,17.34,3.25,0.00,8.80,39.02,25.20,0.79,22.83,6.54,93.65,50.00,83.33,71.77,9.84,48.00,15.70,11.11,25.60,19.20,16.94,34.68,15.32,13.71,4.84,2.42,4.88,8.87,11.02,7.09,10.24,38.89,4.80,1.60,14.75,4.07,0.00,4.76,31.97,17.36,0.80,26.61,10.48,95.24,32.52,84.13,83.33,7.63,39.20,9.32,8.70,29.51,26.83,19.35,25.81,20.49,8.20,7.44,3.28,1.64,7.38,9.60,8.06,9.60,39.52,4.03,0.81,22.69
17117,25.39,18.73,33.08,48.98,24.30,20.30,39.30,46.67,80.42,35.55,63.99,52.55,8.11,57.09,15.89,20.25,58.00,56.92,33.63,48.77,50.17,31.11,18.80,18.63,15.17,17.81,18.17,11.19,18.50,37.67,9.17,5.01,18.59,21.26,13.29,34.68,44.98,21.20,17.51,31.59,31.58,80.63,40.24,62.65,50.40,11.18,50.99,14.78,19.35,52.08,48.32,28.29,44.14,40.32,27.67,11.95,12.22,14.74,13.92,14.48,8.70,15.31,36.43,8.72,4.47,20.96,20.28,12.15,33.80,50.11,22.76,12.27,25.05,22.73,82.21,35.40,65.69,51.47,14.51,55.68,16.90,18.53,44.55,39.37,20.68,38.01,32.05,24.89,11.09,11.14,8.84,10.41,13.37,6.40,14.02,32.10,7.22,3.11,18.11,14.40,7.36,26.88,45.53,24.31,7.23,24.26,25.00,84.40,33.24,68.55,57.16,9.63,53.07,16.49,13.04,49.54,43.76,22.79,39.45,30.83,23.72,9.20,6.96,8.16,7.49,6.83,6.19,7.87,29.90,5.68,2.20,19.74,8.54,4.21,29.09,42.72,19.92,5.28,22.91,0.00,80.38,28.04,66.71,51.22,9.10,50.61,11.76,14.34,45.79,42.47,20.05,41.51,27.32,18.55,6.53,5.31,5.31,6.39,8.22,6.17,9.52,32.35,4.50,1.55,19.82
17701,46.17,21.55,65.52,54.81,20.61,28.24,27.33,8.39,50.00,25.30,38.38,28.89,8.16,60.67,14.53,37.13,68.39,60.80,27.67,60.30,57.69,39.30,16.53,20.60,36.89,17.11,13.35,8.41,11.37,22.12,10.56,5.30,47.54,42.88,23.39,43.42,48.80,23.18,27.00,29.29,11.41,50.59,24.02,38.13,28.34,8.79,55.34,16.34,34.68,65.48,60.89,27.98,58.75,53.87,41.84,18.15,24.44,29.27,18.99,15.67,11.41,15.81,23.86,13.96,7.99,47.85,44.31,23.91,47.90,50.15,23.70,28.77,27.82,7.88,50.52,26.04,38.59,28.80,11.96,57.67,15.95,32.80,64.76,62.21,31.02,59.03,58.79,45.67,15.83,24.30,29.06,18.58,13.63,9.32,13.07,22.42,11.96,6.54,51.59,48.20,26.55,43.11,46.58,26.76,28.85,30.59,15.33,46.73,21.85,37.81,25.00,10.56,55.63,17.37,35.89,60.03,64.63,36.06,58.06,55.97,44.94,20.97,30.55,37.14,23.23,17.73,13.24,16.72,24.62,16.59,9.79,54.59,41.52,23.93,44.06,48.86,25.57,29.29,28.02,12.08,46.59,19.64,36.67,27.13,10.90,57.03,17.08,31.56,62.12,61.61,28.18,58.95,55.29,40.67,17.57,25.84,34.62,20.45,15.44,10.87,14.40,23.58,13.21,7.23,53.26
