school_year,LabelStateCode,LabelSchoolNameShort,LabelSchoolNameLong,LabelDistCode,LabelDistrict,LabelSch+District,LabelGradeConfig,LabelCharterSch,LabelSchCoreCity4,LabelSchCoreCity5,LabelSchCoreCity6,LabelGradeConfigAbbr,LabelSchCity,LabelElementary,LabelMiddle,LabelHigh,LabelSchMCSch,LabelSchMCElemSch,ACT_CEEB_code,nces_code,ctract2010,ctract2000,neighborhood
2011-2012,01103,Primrose Hill,Primrose Hill School,01,Barrington,Primrose Hill - Barrington,Elementary,N,N,N,N,PK to 3,Barrington,Y,N,N,N,N,,440003000006,44001030200,44001030200,
2011-2012,01104,Nayatt School,Nayatt School,01,Barrington,Nayatt School - Barrington,Elementary,N,N,N,N,PK to 3,Barrington,Y,N,N,N,N,,440003000004,44001030400,44001030400,
2011-2012,01105,Hampden Meadows,Hampden Meadows School,01,Barrington,Hampden Meadows - Barrington,Elementary,N,N,N,N,4 to 5,Barrington,Y,N,N,N,N,,440003000003,44001030300,44001030300,
2011-2012,01106,Barrington HS,Barrington High School,01,Barrington,Barrington HS - Barrington,High,N,N,N,N,9 to 12,Barrington,N,N,Y,N,N,400000,440003000001,44001030200,44001030200,
2011-2012,01108,Barrington MS,Barrington Middle School,01,Barrington,Barrington MS - Barrington,Middle,N,N,N,N,6 to 8,Barrington,N,Y,N,N,N,,440003000002,44001030100,44001030100,
2011-2012,01109,Sowams,Sowams Elementary School,01,Barrington,Sowams - Barrington,Elementary,N,N,N,N,K to 3,Barrington,Y,N,N,N,N,,440003000005,44001030300,44001030300,
2011-2012,03104,Burrillville MS,Burrillville Middle School,03,Burrillville,Burrillville MS - Burrillville,Middle,N,N,N,N,6 to 8,Harrisville,N,Y,N,N,N,,440009000383,44007013002,44007013002,
2011-2012,03105,Steere Farm,Steere Farm Elementary School,03,Burrillville,Steere Farm - Burrillville,Elementary,N,N,N,N,PK to 5,Pascoag,Y,N,N,N,N,,440009000057,44007013002,44007013002,
2011-2012,03107,Callahan,William L. Callahan School,03,Burrillville,Callahan - Burrillville,Elementary,N,N,N,N,2 to 5,Harrisville,Y,N,N,N,N,,440009000022,44007012900,44007012900,
2011-2012,03108,Levy,Austin T. Levy School,03,Burrillville,Levy - Burrillville,Elementary,N,N,N,N,K to 1,Harrisville,Y,N,N,N,N,,440009000018,44007012900,44007012900,
2011-2012,03109,Burrillville HS,Burrillville High School,03,Burrillville,Burrillville HS - Burrillville,High,N,N,N,N,9 to 12,Harrisville,N,N,Y,N,N,400055,440009000019,44007013002,44007013002,
2011-2012,04101,Ella Risk,Ella Risk School,04,Central Falls,Ella Risk - Central Falls,Elementary,N,Y,Y,Y,1 to 4,Central Falls,Y,N,N,N,N,,440012000027,44007011100,44007011100,
2011-2012,04104,Harold Hunt,Capt. G. Harold Hunt School,04,Central Falls,Harold Hunt - Central Falls,Elementary,N,Y,Y,Y,PK to 1,Central Falls,Y,N,N,N,N,,440012000025,44007011100,44007011100,
2011-2012,04105,Robertson,Margaret I. Robertson School,04,Central Falls,Robertson - Central Falls,Elementary,N,Y,Y,Y,5 to 5,Central Falls,Y,N,N,N,N,,440012000028,44007010900,44007010900,
2011-2012,04106,Veterans Mem.,Veterans Memorial Elementary,04,Central Falls,Veterans Mem. - Central Falls,Elementary,N,Y,Y,Y,1 to 4,Central Falls,Y,N,N,N,N,,440012000385,44007011000,44007011000,
2011-2012,04108,Central Falls SHS,Central Falls High School,04,Central Falls,Central Falls SHS - Central Falls,High,N,Y,Y,Y,9 to 12,Central Falls,N,N,Y,N,N,400012,440012000026,44007010800,44007010800,
2011-2012,04115,Calcutt MS,Calcutt Middle School,04,Central Falls,Calcutt MS - Central Falls,Middle,N,Y,Y,Y,6 to 8,Central Falls,N,Y,N,N,N,,440012000024,44007011000,44007011000,
2011-2012,04601,Learning Community,The Learning Community Charter School,59,Learning Community,Learning Community - Learning Comm. Charter,"Elem,Middle",Y,Y,Y,Y,K to 8,Central Falls,Y,Y,N,N,N,,440000600326,44007010900,44007010900,
2011-2012,04602,Segue Institute,Segue Institute for Learning,46,Segue Institute for Learning,Segue Institute - Segue Inst. Learning,Middle,Y,Y,Y,Y,6 to 8,Central Falls,N,Y,N,N,N,,440001400472,44007011000,44007011000,
2011-2012,06104,AS Feinstein MS,Alan Shawn Feinstein Middle School Of Coventry,06,Coventry,AS Feinstein MS - Coventry,Middle,N,N,N,N,6 to 8,Coventry,N,Y,N,N,N,,440021000465,44003020601,44003020601,
2011-2012,06109,Western Coventry,Western Coventry School,06,Coventry,Western Coventry - Coventry,Elementary,N,N,N,N,K to 5,Coventry,Y,N,N,N,N,,440021000041,44003020702,44003020702,
2011-2012,06112,Hopkins Hill,Hopkins Hill School,06,Coventry,Hopkins Hill - Coventry,Elementary,N,N,N,N,PK to 5,Coventry,Y,N,N,N,N,,440021000035,44003020603,44003020603,
2011-2012,06116,Tiogue,Tiogue School,06,Coventry,Tiogue - Coventry,Elementary,N,N,N,N,K to 5,Coventry,Y,N,N,N,N,,440021000365,44003020603,44003020603,
2011-2012,06117,Blackrock,Blackrock School,06,Coventry,Blackrock - Coventry,Elementary,N,N,N,N,PK to 5,Coventry,Y,N,N,N,N,,440021000031,44003020601,44003020601,
2011-2012,06119,Coventry HS,Coventry High School,06,Coventry,Coventry HS - Coventry,High,N,N,N,N,9 to 12,Coventry,N,N,Y,N,N,400030,440021000032,44003020703,44003020703,
2011-2012,06121,Washington Oak,Washington Oak School,06,Coventry,Washington Oak - Coventry,Elementary,N,N,N,N,PK to 5,Coventry,Y,N,N,N,N,,440021000034,44003020703,44003020703,
2011-2012,07103,Oak Lawn,Oak Lawn School,07,Cranston,Oak Lawn - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000059,44007014600,44007014600,
2011-2012,07110,Waterman,Daniel D. Waterman School,07,Cranston,Waterman - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000046,44007013800,44007013800,
2011-2012,07112,Chester Barrows,Chester W. Barrows School,07,Cranston,Chester Barrows - Cranston,Elementary,N,N,N,N,PK to 5,Cranston,Y,N,N,N,N,,440024000043,44007013500,44007013500,
2011-2012,07113,Cranston HS East,Cranston High School East,07,Cranston,Cranston HS East - Cranston,High,N,N,N,N,9 to 12,Cranston,N,N,Y,N,N,400035,440024000044,44007014000,44007014000,
2011-2012,07115,Bain MS,Hugh B. Bain Middle School,07,Cranston,Bain MS - Cranston,Middle,N,N,N,N,7 to 8,Cranston,N,Y,N,N,N,,440024000053,44007014700,44007014700,
2011-2012,07116,Dutemple,William R. Dutemple School,07,Cranston,Dutemple - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000068,44007013701,44007013701,
2011-2012,07117,Rhodes,Edward S. Rhodes School,07,Cranston,Rhodes - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000049,44007013400,44007013400,
2011-2012,07118,Eden Park,Eden Park School,07,Cranston,Eden Park - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000047,44007013702,44007013702,
2011-2012,07119,Gladstone St,Gladstone Street School,07,Cranston,Gladstone St - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000051,44007014100,44007014100,
2011-2012,07120,Stadium,Stadium School,07,Cranston,Stadium - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000063,44007014000,44007014000,
2011-2012,07121,Woodridge,Woodridge School,07,Cranston,Woodridge - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000069,44007014300,44007014300,
2011-2012,07122,Garden City,Garden City School,07,Cranston,Garden City - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000050,44007013900,44007013900,
2011-2012,07123,Park View MS,Park View Middle School,07,Cranston,Park View MS - Cranston,Middle,N,N,N,N,7 to 8,Cranston,N,Y,N,N,N,,440024000060,44007013600,44007013600,
2011-2012,07124,Peters,George J. Peters School,07,Cranston,Peters - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000351,44007014700,44007014700,
2011-2012,07125,Arlington,Arlington School,07,Cranston,Arlington - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000042,44007014700,44007014700,
2011-2012,07126,Cranston HS West,Cranston High School West,07,Cranston,Cranston HS West - Cranston,High,N,N,N,N,9 to 12,Cranston,N,N,Y,N,N,400036,440024000045,44007014502,44007014502,
2011-2012,07127,Stone Hill,Stone Hill School,07,Cranston,Stone Hill - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000064,44007014800,44007014800,
2011-2012,07128,Glen Hills,Glen Hills School,07,Cranston,Glen Hills - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000052,44007014400,44007014400,
2011-2012,07129,Western Hills,Western Hills Middle School,07,Cranston,Western Hills - Cranston,Middle,N,N,N,N,7 to 8,Cranston,N,Y,N,N,N,,440024000067,44007014502,44007014502,
2011-2012,07130,Edgewood Highland,Edgewood Highland School,07,Cranston,Edgewood Highland - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000048,44007013500,44007013500,
2011-2012,07134,Hope Highlands,Hope Highlands Elementary School,07,Cranston,Hope Highlands - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000007,44007014600,44007014600,
2011-2012,07135,NEL/CPS HS,NE Laborers'/Cranston Public Schools Construction Career Academy,07,Cranston,NEL/CPS HS - Cranston,High,Y,N,N,N,9 to 12,Cranston,N,N,Y,N,N,400034,440024000229,44007014200,44007014200,
2011-2012,07136,Orchard Farms,Orchard Farms Elementary School,07,Cranston,Orchard Farms - Cranston,Elementary,N,N,N,N,PK to 6,Cranston,Y,N,N,N,N,,440024000277,44007014600,44007014600,
2011-2012,08107,B.F. Norton,B.F. Norton Elementary School,08,Cumberland,B.F. Norton - Cumberland,Elementary,N,N,N,N,K to 5,Cumberland,Y,N,N,N,N,,440027000039,44007011200,44007011200,
2011-2012,08108,Garvin Mem.,Garvin Memorial School,08,Cumberland,Garvin Mem. - Cumberland,Elementary,N,N,N,N,K to 5,Cumberland,Y,N,N,N,N,,440027000081,44007011301,44007011301,
2011-2012,08109,Community,Community School,08,Cumberland,Community - Cumberland,Elementary,N,N,N,N,K to 5,Cumberland,Y,N,N,N,N,,440027000075,44007011401,44007011401,
2011-2012,08110,JJM Cumb. Hill,John J. McLaughlin Cumberland Hill School,08,Cumberland,JJM Cumb. Hill - Cumberland,Elementary,N,N,N,N,1 to 5,Cumberland,Y,N,N,N,N,,440027000077,44007011403,44007011403,
2011-2012,08112,Ashton,Ashton School,08,Cumberland,Ashton - Cumberland,Elementary,N,N,N,N,K to 5,Cumberland,Y,N,N,N,N,,440027000070,44007011401,44007011401,
2011-2012,08114,Cumberland HS,Cumberland High School,08,Cumberland,Cumberland HS - Cumberland,High,N,N,N,N,9 to 12,Cumberland,N,N,Y,N,N,400037,440027000076,44007011403,44007011403,
2011-2012,08115,McCourt MS,Joseph L. McCourt Middle School,08,Cumberland,McCourt MS - Cumberland,Middle,N,N,N,N,6 to 8,Cumberland,N,Y,N,N,N,,440027000078,44007011200,44007011200,
2011-2012,08116,N. Cumberland MS,North Cumberland Middle School,08,Cumberland,N. Cumberland MS - Cumberland,Middle,N,N,N,N,6 to 8,Cumberland,N,Y,N,N,N,,440027000082,44007011402,44007011402,
2011-2012,08121,Cumberland Preschool (PreK),Cumberland Preschool Center at B.F. Norton School,08,Cumberland,Cumberland Preschool (PreK) - Cumberland,Elementary,N,N,N,N,PK to PK,Cumberland,Y,N,N,N,N,,440027000188,,,
2011-2012,08601,Blackstone Valley Prep Elem 1,Blackstone Valley Prep Elementary School,47,"Blackstone Valley Prep, A RI Mayoral Academy",Blackstone Valley Prep Elem 1 - Blackstone Valley Prep RIMA,Elementary,Y,N,N,N,K to 2,Cumberland,Y,N,N,N,N,,440001500473,44007011200,44007011200,
2011-2012,08602,Blackstone Valley Prep MS,Blackstone Valley Prep Middle School,47,"Blackstone Valley Prep, A RI Mayoral Academy",Blackstone Valley Prep MS - Blackstone Valley Prep RIMA,Middle,Y,N,N,N,5 to 6,Cumberland,N,Y,N,N,N,,440001500475,44007011200,44007011200,
2011-2012,08603,Blackstone Valley Prep Elem 2,Blackstone Valley Prep Elementary 2 School,47,"Blackstone Valley Prep, A RI Mayoral Academy",Blackstone Valley Prep Elem 2 - Blackstone Valley Prep RIMA,Elementary,Y,N,N,N,K to K,Cumberland,Y,N,N,N,N,,,44007011200,44007011200,
2011-2012,09102,Eldredge,James H. Eldredge Elementary School,09,East Greenwich,Eldredge - E. Greenwich,Elementary,N,N,N,N,4 to 5,East Greenwich,Y,N,N,N,N,,440030000089,44003020901,44003020901,
2011-2012,09103,Cole MS,Archie R. Cole Middle School,09,East Greenwich,Cole MS - E. Greenwich,Middle,N,N,N,N,6 to 8,East Greenwich,N,Y,N,N,N,,440030000087,44003020901,44003020901,
2011-2012,09105,Frenchtown,Frenchtown School,09,East Greenwich,Frenchtown - E. Greenwich,Elementary,N,N,N,N,K to 3,East Greenwich,Y,N,N,N,N,,440030000088,44003020903,44003020903,
2011-2012,09106,E. Greenwich HS,East Greenwich High School,09,East Greenwich,E. Greenwich HS - E. Greenwich,High,N,N,N,N,9 to 12,East Greenwich,N,N,Y,N,N,400040,440030000086,44003020904,44003020904,
2011-2012,09107,Meadowbrook Farms,Meadowbrook Farms School,09,East Greenwich,Meadowbrook Farms - E. Greenwich,Elementary,N,N,N,N,PK to 3,East Greenwich,Y,N,N,N,N,,440030000090,44003020904,44003020904,
2011-2012,09108,Hanaford,George Hanaford School,09,East Greenwich,Hanaford - E. Greenwich,Elementary,N,N,N,N,4 to 5,East Greenwich,Y,N,N,N,N,,440030000377,44003020901,44003020901,
2011-2012,10109,Martin MS,Edward R. Martin Middle School,10,East Providence,Martin MS - E. Providence,Middle,N,N,N,N,6 to 8,East Providence,N,Y,N,N,N,,440033000348,44007010501,44007010501,
2011-2012,10111,Oldham,James R. D. Oldham School,10,East Providence,Oldham - E. Providence,Elementary,N,N,N,N,K to 5,Riverside,Y,N,N,N,N,,440033000094,44007010600,44007010600,
2011-2012,10112,East Providence HS,East Providence High School,10,East Providence,East Providence HS - E. Providence,High,N,N,N,N,9 to 12,East Providence,N,N,Y,N,N,400050,440033000097,44007010300,44007010300,
2011-2012,10113,Kent Heights,Kent Heights School,10,East Providence,Kent Heights - E. Providence,Elementary,N,N,N,N,K to 5,East Providence,Y,N,N,N,N,,440033000099,44007010501,44007010501,
2011-2012,10114,Waddington,Alice M. Waddington School,10,East Providence,Waddington - E. Providence,Elementary,N,N,N,N,K to 5,Riverside,Y,N,N,N,N,,440033000092,44007010702,44007010702,
2011-2012,10116,Hennessey,Agnes B. Hennessey School,10,East Providence,Hennessey - E. Providence,Elementary,N,N,N,N,K to 5,East Providence,Y,N,N,N,N,,440033000091,44007010400,44007010400,
2011-2012,10117,Whiteknact,Emma G. Whiteknact School,10,East Providence,Whiteknact - E. Providence,Elementary,N,N,N,N,K to 5,East Providence,Y,N,N,N,N,,440033000109,44007010300,44007010300,
2011-2012,10121,Meadowcrest ECFC (PreK),Meadowcrest Early Childhood Center,10,East Providence,Meadowcrest ECFC (PreK) - E. Providence,Elementary,N,N,N,N,PK to PK,Riverside,Y,N,N,N,N,,440033000101,44007010701,44007010701,
2011-2012,10122,Riverside MS,Riverside Middle School,10,East Providence,Riverside MS - E. Providence,Middle,N,N,N,N,6 to 8,Riverside,N,Y,N,N,N,,440033000105,44007010701,44007010701,
2011-2012,10123,Silver Spring,Silver Spring School,10,East Providence,Silver Spring - E. Providence,Elementary,N,N,N,N,K to 5,East Providence,Y,N,N,N,N,,440033000106,44007010502,44007010502,
2011-2012,10124,Orlo Ave,Orlo Avenue School,10,East Providence,Orlo Ave - E. Providence,Elementary,N,N,N,N,K to 5,East Providence,Y,N,N,N,N,,440033000103,44007010300,44007010300,
2011-2012,10125,Francis,Myron J. Francis Elementary School,10,East Providence,Francis - E. Providence,Elementary,N,N,N,N,K to 5,Rumford,Y,N,N,N,N,,440033000389,44007010101,44007010101,
2011-2012,12101,Paine,Captain Isaac Paine Elementary School,12,Foster,Paine - Foster,Elementary,N,N,N,N,K to 5,Foster,Y,N,N,N,N,,440039000114,44007013300,44007013300,
2011-2012,13103,Fogarty Mem.,Fogarty Memorial School,13,Glocester,Fogarty Mem. - Glocester,Elementary,N,N,N,N,K to 5,North Scituate,Y,N,N,N,N,,440045000119,44007013102,44007013102,
2011-2012,13104,West Glocester,West Glocester Elementary,13,Glocester,West Glocester - Glocester,Elementary,N,N,N,N,PK to 5,Chepachet,Y,N,N,N,N,,440045000403,44007013101,44007013101,
2011-2012,15101,Lawn Ave,Lawn Avenue School,15,Jamestown,Lawn Ave - Jamestown,Middle,N,N,N,N,5 to 8,Jamestown,N,Y,N,N,N,,440051000123,44005041300,44005041300,
2011-2012,15102,Melrose Ave,Melrose Avenue School,15,Jamestown,Melrose Ave - Jamestown,Elementary,N,N,N,N,PK to 4,Jamestown,Y,N,N,N,N,,440051000404,44005041300,44005041300,
2011-2012,16103,Thornton,Thornton School,16,Johnston,Thornton - Johnston,Elementary,N,N,N,N,1 to 5,Johnston,Y,N,N,N,N,,440054000131,44007012500,44007012500,
2011-2012,16106,Brown Ave,Brown Avenue School,16,Johnston,Brown Ave - Johnston,Elementary,N,N,N,N,1 to 5,Johnston,Y,N,N,N,N,,440054000125,44007012200,44007012200,
2011-2012,16108,Barnes,Sarah Dyer Barnes School,16,Johnston,Barnes - Johnston,Elementary,N,N,N,N,1 to 5,Johnston,Y,N,N,N,N,,440054000130,44007012300,44007012300,
2011-2012,16109,Winsor Hill,Winsor Hill School,16,Johnston,Winsor Hill - Johnston,Elementary,N,N,N,N,1 to 5,Johnston,Y,N,N,N,N,,440054000132,44007012402,44007012402,
2011-2012,16110,Graniteville (PreK),Graniteville School,16,Johnston,Graniteville (PreK) - Johnston,Elementary,N,N,N,N,PK to PK,Johnston,Y,N,N,N,N,,440054000127,,,
2011-2012,16111,Ferri MS,Nicholas A. Ferri Middle School,16,Johnston,Ferri MS - Johnston,Middle,N,N,N,N,6 to 8,Johnston,N,Y,N,N,N,,440054000129,44007012200,44007012200,
2011-2012,16112,Johnston SHS,Johnston Senior High School,16,Johnston,Johnston SHS - Johnston,High,N,N,N,N,9 to 12,Johnston,N,N,Y,N,N,400058,440054000128,44007012300,44007012300,
2011-2012,16114,Early Childhood Ctr,Early Childhood Center,16,Johnston,Early Childhood Ctr - Johnston,Elementary,N,N,N,N,PK to K,Johnston,Y,N,N,N,N,,440054000452,,,
2011-2012,17106,Lonsdale,Lonsdale Elementary School,17,Lincoln,Lonsdale - Lincoln,Elementary,N,N,N,N,PK to 5,Lincoln,Y,N,N,N,N,,440057000137,44007011701,44007011701,
2011-2012,17109,Lincoln Central,Lincoln Central Elementary School,17,Lincoln,Lincoln Central - Lincoln,Elementary,N,N,N,N,K to 5,Lincoln,Y,N,N,N,N,,440057000134,44007011600,44007011600,
2011-2012,17110,Lincoln SHS,Lincoln Senior High School,17,Lincoln,Lincoln SHS - Lincoln,High,N,N,N,N,9 to 12,Lincoln,N,N,Y,N,N,400059,440057000135,44007011600,44007011600,
2011-2012,17112,Saylesville,Saylesville Elementary School,17,Lincoln,Saylesville - Lincoln,Elementary,N,N,N,N,K to 5,Lincoln,Y,N,N,N,N,,440057000139,44007011702,44007011702,
2011-2012,17113,Northern Lincoln,Northern Lincoln Elementary School,17,Lincoln,Northern Lincoln - Lincoln,Elementary,N,N,N,N,PK to 5,Manville,Y,N,N,N,N,,440057000138,44007011500,44007011500,
2011-2012,17117,Lincoln MS,Lincoln Middle School,17,Lincoln,Lincoln MS - Lincoln,Middle,N,N,N,N,6 to 8,Lincoln,N,Y,N,N,N,,440057000062,44007011600,44007011600,
2011-2012,17701,Davies Career-Tech HS,William M. Davies Career & Technical Center,40,Davies Career & Tech,Davies Career-Tech HS - Davies CTECH,High,N,N,N,N,9 to 12,Lincoln,N,N,Y,N,N,400057,440000400379,44007011600,44007011600,
2011-2012,18101,Wilbur & McMahon,Wilbur & McMahon Schools,18,Little Compton,Wilbur & McMahon - Little Compton,"Elem,Middle",N,N,N,N,K to 8,Little Compton,Y,Y,N,N,N,,440060000140,44005041400,44005041400,
2011-2012,19106,Aquidneck,Aquidneck School,19,Middletown,Aquidneck - Middletown,Elementary,N,N,N,N,PK to 3,Middletown,Y,N,N,N,N,,440063000141,44005040400,44005040400,
2011-2012,19107,Forest Ave,Forest Avenue School,19,Middletown,Forest Ave - Middletown,Elementary,N,N,N,N,K to 3,Middletown,Y,N,N,N,N,,440063000405,44005040304,44005040304,
2011-2012,19111,Middletown HS,Middletown High School,19,Middletown,Middletown HS - Middletown,High,N,N,N,N,9 to 12,Middletown,N,N,Y,N,N,400063,440063000147,44005040400,44005040400,
2011-2012,19114,Gaudet,Joseph H. Gaudet School,19,Middletown,Gaudet - Middletown,Middle,N,N,N,N,5 to 8,Middletown,N,Y,N,N,N,,440063000144,44005040400,44005040400,
2011-2012,19117,Gaudet LA,Joseph H. Gaudet Learning Academy,19,Middletown,Gaudet LA - Middletown,Elementary,N,N,N,N,4 to 4,Middletown,Y,N,N,N,N,,440063000471,44005040400,44005040400,
2011-2012,20102,Narragansett,Narragansett Elementary School,20,Narragansett,Narragansett - Narragansett,Elementary,N,N,N,N,PK to 4,Narragansett,Y,N,N,N,N,,440066000150,44009051503,44009051503,
2011-2012,20103,Narragansett Pier,Narragansett Pier School,20,Narragansett,Narragansett Pier - Narragansett,Middle,N,N,N,N,5 to 8,Narragansett,N,Y,N,N,N,,440066000396,44009051503,44009051503,
2011-2012,20104,Narragansett HS,Narragansett High School,20,Narragansett,Narragansett HS - Narragansett,High,N,N,N,N,9 to 12,Narragansett,N,N,Y,N,N,400064,440066000151,44009051503,44009051503,
2011-2012,21102,Cranston-Calvert,Cranston - Calvert School,21,Newport,Cranston-Calvert - Newport,Elementary,N,N,Y,Y,K to 4,Newport,Y,N,N,N,N,,440072000154,44005040600,44005040600,
2011-2012,21106,Thompson MS,Frank E. Thompson Middle School,21,Newport,Thompson MS - Newport,Middle,N,N,Y,Y,5 to 8,Newport,N,Y,N,N,N,,440072000155,44005040700,44005040700,
2011-2012,21110,Sullivan,Dr. M. H. Sullivan School,21,Newport,Sullivan - Newport,Elementary,N,N,Y,Y,K to 4,Newport,Y,N,N,N,N,,440072000161,44005040600,44005040600,
2011-2012,21111,Rogers HS,Rogers High School,21,Newport,Rogers HS - Newport,High,N,N,Y,Y,9 to 12,Newport,N,N,Y,N,N,400075,440072000159,44005040900,44005040900,
2011-2012,21112,Coggeshall,Coggeshall School,21,Newport,Coggeshall - Newport,Elementary,N,N,Y,Y,K to 4,Newport,Y,N,N,N,N,,440072000153,44005040500,44005040500,
2011-2012,21114,Underwood,William J. Underwood School,21,Newport,Underwood - Newport,Elementary,N,N,Y,Y,PK to 4,Newport,Y,N,N,N,N,,440072000163,44005040900,44005040900,
2011-2012,22101,Block Island,Block Island School,22,New Shoreham,Block Island - New Shoreham,"Elem,Middle,High",N,N,N,N,K to 12,Block Island,Y,Y,Y,N,N,400005,440069000149,44009041500,44009041500,
2011-2012,23105,Wickford MS,Wickford Middle School,23,North Kingstown,Wickford MS - N. Kingstown,Middle,N,N,N,N,6 to 8,North Kingstown,N,Y,N,N,N,,440075000172,44009050302,44009050302,
2011-2012,23108,North Kingstown SHS,North Kingstown Senior High School,23,North Kingstown,North Kingstown SHS - N. Kingstown,High,N,N,N,N,9 to 12,North Kingstown,N,N,Y,N,N,400088,440075000168,44009050302,44009050302,
2011-2012,23109,Fishing Cove,Fishing Cove Elementary School,23,North Kingstown,Fishing Cove - N. Kingstown,Elementary,N,N,N,N,PK to 5,North Kingstown,Y,N,N,N,N,,440075000398,44009050102,44009050102,
2011-2012,23110,Forest Park,Forest Park Elementary School,23,North Kingstown,Forest Park - N. Kingstown,Elementary,N,N,N,N,K to 5,North Kingstown,Y,N,N,N,N,,440075000166,44009050104,44009050104,
2011-2012,23111,Hamilton,Hamilton Elementary School,23,North Kingstown,Hamilton - N. Kingstown,Elementary,N,N,N,N,K to 5,North Kingstown,Y,N,N,N,N,,440075000167,44009050402,44009050402,
2011-2012,23112,Davisville MS,Davisville Middle School,23,North Kingstown,Davisville MS - N. Kingstown,Middle,N,N,N,N,6 to 8,North Kingstown,N,Y,N,N,N,,440075000165,44009050103,44009050103,
2011-2012,23113,Henseler Quidnesset,Suzanne M. Henseler Quidnessett Elementary School,23,North Kingstown,Henseler Quidnesset - N. Kingstown,Elementary,N,N,N,N,K to 5,North Kingstown,Y,N,N,N,N,,440075000169,44009050103,44009050103,
2011-2012,23114,Stony Lane,Stony Lane Elementary School,23,North Kingstown,Stony Lane - N. Kingstown,Elementary,N,N,N,N,K to 5,North Kingstown,Y,N,N,N,N,,440075000170,44009050102,44009050102,
2011-2012,23601,Compass,The Compass School,55,Compass Charter School,Compass - Compass Charter,"Elem,Middle",Y,N,N,N,K to 8,Kingston,Y,Y,N,N,N,,440003500245,44009051305,44009051303,
2011-2012,24103,Marieville,Marieville Elementary School,24,North Providence,Marieville - N. Providence,Elementary,N,N,N,N,PK to 5,North Providence,Y,N,N,N,N,,440078000179,44007011800,44007011800,
2011-2012,24105,North Providence HS,North Providence High School,24,North Providence,North Providence HS - N. Providence,High,N,N,N,N,9 to 12,North Providence,N,N,Y,N,N,400090,440078000180,44007012000,44007012000,
2011-2012,24106,Stephen Olney,Stephen Olney School,24,North Providence,Stephen Olney - N. Providence,Elementary,N,N,N,N,K to 5,North Providence,Y,N,N,N,N,,440078000181,44007011901,44007011900,
2011-2012,24107,McGuire,James L. McGuire School,24,North Providence,McGuire - N. Providence,Elementary,N,N,N,N,K to 5,North Providence,Y,N,N,N,N,,440078000177,44007012000,44007012000,
2011-2012,24108,Whelan,Dr. Joseph A Whelan Elementary School,24,North Providence,Whelan - N. Providence,Elementary,N,N,N,N,K to 5,North Providence,Y,N,N,N,N,,440078000182,44007011902,44007011900,
