Schcode,PCT_Reading_Prof_11_09,PCT_Math_Prof_11_09,PCT_WRITE_Prof_11_09,PCT_RECODE_StuQ1_11,PCT_RECODE_StuQ2_11,PCT_RECODE_StuQ3_11,PCT_RECODE_StuQ4_11,PCT_RECODE_StuQ12_11,PCT_RECODE_StuQ13_11,PCT_RECODE_StuQ14_11,PCT_RECODE_StuQ15_11,PCT_RECODE_StuQ16_11,PCT_RECODE_StuQ17_11,PCT_RECODE_StuQ18_11,PCT_RECODE_StuQ19_11,PCT_RECODE_StuQ20_11,PCT_RECODE_StuQ22_11,PCT_RECODE2_StuQ23_11,PCT_RECODE_StuQ25_11,PCT_RECODE_StuQ26_11,PCT_RECODE_StuQ27_11,PCT_RECODE2_StuQ27_11,PCT_RECODE_StuQ28_11,PCT_RECODE2_StuQ28_11,PCT_RECODE2_StuQ29_11,PCT_RECODE_StuQ30_11,PCT_RECODE2_StuQ30_11,PCT_RECODE3_StuQ30_11,PCT_RECODE4_StuQ30_11,PCT_RECODE_StuQ31_11,PCT_RECODE_StuQ32_11,PCT_RECODE_StuQ33_11,PCT_RECODE_StuQ34_11,PCT_RECODE_StuQ35_11,PCT_RECODE2_StuQ36_11,PCT_StuQ1_11_WNP_Harder,PCT_StuQ1_11_WP_Harder,PCT_StuQ2_11_WNP_LessEffort,PCT_StuQ2_11_WP_LessEffort,PCT_StuQ3_11_WNP_NotEnoughTime,PCT_StuQ3_11_WP_NotEnoughTime,PCT_StuQ4_11_WNP_LessThanDaily,PCT_StuQ4_11_WP_LessThanDaily,PCT_StuQ12_11_RP_Harder,PCT_StuQ12_11_RNP_Harder,PCT_StuQ13_11_RP_LessInteresting,PCT_StuQ13_11_RNP_LessInteresting,PCT_StuQ14_11_RP_LessEffort,PCT_StuQ14_11_RNP_LessEffort,PCT_StuQ15_11_RP_MoreDifficult,PCT_StuQ15_11_RNP_MoreDifficult,PCT_StuQ16_11_RP_NotEnoughTime,PCT_StuQ16_11_RNP_NotEnoughTime,PCT_StuQ17_11_RP_LessThanWeekly,PCT_StuQ17_11_RNP_LessThanWeekly,PCT_StuQ18_11_RP_LessThanWeekly,PCT_StuQ18_11_RNP_LessThanWeekly,PCT_StuQ19_11_RP_InClass,PCT_StuQ19_11_RNP_InClass,PCT_StuQ20_11_RP_LessThanWeekly,PCT_StuQ20_11_RNP_LessThanWeekly,PCT_StuQ22_11_RP_LessThanDaily,PCT_StuQ22_11_RNP_LessThanDaily,PCT_StuQ232_11_RP_AorB,PCT_StuQ232_11_RNP_AorB,PCT_StuQ25_11_MP_PreparedLYr,PCT_StuQ25_11_MNP_PreparedLYr,PCT_StuQ26_11_MP_PreparedTYr,PCT_StuQ26_11_MNP_PreparedTYr,PCT_StuQ27_11_MNP_Harder,PCT_StuQ27_11_MP_Harder,PCT_StuQ28_11_MNP_moreEffort,PCT_StuQ28_11_MP_moreEffort,PCT_StuQ30_11_MNP_LackMK,PCT_StuQ30_11_MP_LackMK,PCT_StuQ302_11_MNP_NEtime,PCT_StuQ302_11_MP_NEtime,PCT_StuQ31_11_MP_MoreThanWeekly,PCT_StuQ31_11_MNP_moreThanWeekly,PCT_StuQ32_11_MP_moreThanWeekly,PCT_StuQ32_11_MNP_moreThanWeekly,PCT_StuQ33_11_MP_moreThanWeekly,PCT_StuQ33_11_MNP_moreThanWeekly,PCT_StuQ34_11_MP_moreThanWeekly,PCT_StuQ34_11_MNP_moreThanWeekly,PCT_StuQ35_11_MNP_atleastDaily,PCT_StuQ35_11_MP_atleastDaily,PCT_StuQ362_11_MP_AorB,PCT_StuQ362_11_MNP_AorB,PCT_TOOKTESTANDSURVEY_11,PCT_MNP_YESSVRY_11_09,PCT_MP_YESSVRY_11_09,PCT_RNP_YESSVRY_11_09,PCT_RP_YESSVRY_11_09,PCT_WNP_YESSVRY_11_09,PCT_WP_YESSVRY_11_09
28702,0.00,0.00,33.33,66.67,0.00,0.00,50.00,33.33,66.67,66.67,33.33,33.33,0.00,0.00,100.00,66.67,100.00,66.67,0.00,0.00,100.00,0.00,0.00,100.00,33.33,33.33,0.00,66.67,0.00,66.67,100.00,66.67,100.00,33.33,66.67,100.00, , , , , ,100.00, , ,33.33, ,66.67, ,66.67, ,33.33, ,66.67, , , , , ,100.00, ,66.67, ,100.00, ,66.67, , , , ,100.00, ,100.00, , ,100.00, , , ,66.67, ,100.00, ,66.67, ,100.00, ,100.00, ,66.67,100.00,100.00, ,100.00, ,100.00,100.00
28703,55.08,4.32,40.96,21.47,23.12,12.00,17.96,15.76,57.56,69.23,15.70,15.52,41.42,46.75,59.88,27.33,58.14,76.88,25.88,19.88,68.29,7.93,23.49,51.20,24.86,57.89,7.60,11.70,22.81,53.14,45.35,46.43,60.71,31.93,55.48,22.86,19.44,33.70,11.11,17.11,8.08,86.96,76.00,12.50,20.29,59.18,55.41,65.98,73.61,9.28,24.00,92.78,74.03,33.68,51.35,45.26,48.65,61.05,58.33,18.56,38.67,61.86,53.33,86.21,65.75,71.43,24.22,85.71,17.20,69.68,28.57,100.00,15.56,6.67,97.87, ,65.00,42.86,53.01,85.71,44.17,42.86,45.91,57.14,60.38,0.94,89.66,100.00,53.42,94.15,94.92,87.50,92.86,96.12,94.59,93.51
30104,87.50,42.19,50.78,14.47,6.58,3.95,10.67,11.84,68.42,60.53,11.84,7.89,19.74,38.16,98.67,61.33,52.00,82.67,79.73,83.78,72.00,8.00,5.33,46.67,40.00,70.27,5.41,5.41,18.92,48.00,98.67,94.67,69.33,24.00,67.57,25.00,5.00,5.13,8.11,2.56,5.41,84.62,94.44,6.15,45.45,66.15,81.82,67.69,18.18,7.69,36.36,92.31,90.91,10.77,72.73,33.85,63.64,98.46,100.00,58.46,80.00,83.72,9.38,86.15,60.00,100.00,68.09,96.30,76.60,89.58,40.74,97.83,89.66,57.14,78.26,7.69, ,37.04,54.17,100.00,97.92,88.89,97.92,66.67,70.83,10.53,37.84,92.59,53.19,59.38,66.22,50.00,68.75,58.04,57.14,61.54
31107,87.22,38.35,63.16,15.67,5.97,5.97,10.45,15.27,64.18,69.40,9.09,18.05,21.80,35.61,73.48,62.12,58.78,83.85,82.58,77.27,61.07,9.92,9.23,41.54,29.77,68.00,4.00,4.80,23.20,80.77,93.89,88.55,80.77,34.62,79.39,20.00,5.36,3.77,15.15,1.85,9.38,89.66,94.74,12.00,30.00,61.84,80.00,65.79,60.00,8.11, ,85.53,88.89,18.67,10.00,29.73,70.00,80.00,60.00,62.67,60.00,95.45,19.51,91.89,50.00,94.59,67.35,97.30,63.27,77.55,36.11,95.56,85.00,62.50,77.08,5.77, ,94.29,73.47,97.22,91.84,97.22,79.59,72.22,85.71,25.00,44.90,97.22,71.43,65.41,60.98,72.55,58.82,66.38,61.22,67.86
32108,85.55,50.99,66.67,11.43,9.09,7.91,7.51,16.09,72.09,78.86,12.21,11.30,16.09,40.91,79.31,61.36,78.41,72.16,85.31,83.05,40.57,26.29,16.57,24.00,23.43,62.03,5.06,12.03,20.89,50.57,92.61,61.63,64.20,24.86,76.44,16.07,9.40,4.46,16.13,2.70,15.63,85.48,96.33,13.29,27.59,70.83,77.78,80.69,67.86,9.09,25.93,89.04,89.66,14.69,24.14,37.24,58.62,81.25,71.43,59.59,75.00,96.55,42.37,79.31,34.48,93.48,76.19,94.57,70.24,60.71,22.22,81.40,85.23,60.81,62.65,6.02,4.05,59.78,39.76,98.90,85.71,82.22,38.27,53.85,75.00,17.74,28.95,85.71,65.85,67.95,67.74,71.32,78.38,66.67,66.28,68.60
32301,0.00,0.00,0.00,33.33,66.67,16.67,0.00,16.67,100.00,83.33,0.00,0.00,33.33,16.67,50.00,66.67,50.00,66.67,16.67,33.33,50.00,33.33,50.00,16.67,0.00,50.00,0.00,50.00,0.00,33.33,66.67,83.33,33.33,33.33,83.33, , ,100.00, ,100.00, ,100.00, , , , ,100.00, ,100.00, , , ,100.00, ,25.00, , , ,75.00, ,75.00, ,100.00, ,75.00, ,25.00, ,25.00,25.00, ,100.00, , ,100.00, , , ,50.00, ,75.00, ,100.00, ,50.00, ,100.00, ,75.00,80.00,100.00, ,80.00, ,100.00, 
33108,82.73,31.39,65.22,23.73,3.39,7.63,12.71,24.14,61.54,66.38,13.68,9.40,22.81,37.61,83.90,38.46,59.32,69.23,73.50,74.14,61.02,4.24,10.17,51.69,39.66,66.07,5.36,4.46,24.11,41.88,92.24,92.31,75.21,32.76,54.70,34.09,17.57,3.95,2.38,4.23,12.77,82.22,90.41,22.92,30.00,61.86,60.00,66.67,65.00,10.42,28.57,89.58,95.24,15.96,55.00,35.05,50.00,84.54,80.95,36.46,47.62,87.69,24.53,71.88,57.14,90.00,64.94,85.00,68.42,69.23,45.00,95.83,80.43,44.74,77.03,5.00,6.25,45.00,40.26,95.00,90.79,92.50,92.21,75.00,75.32,19.05,49.06,80.00,41.56,84.29,82.98,93.02,87.50,84.35,91.67,82.22
35130,65.85,17.21,46.75,19.62,14.65,21.88,21.74,19.61,59.24,79.22,11.26,23.08,26.28,39.10,71.52,50.63,50.32,75.00,65.00,54.72,56.00,18.67,27.21,27.21,33.55,46.15,16.03,12.18,25.64,29.22,85.90,72.08,54.55,40.38,50.98,26.97,10.29,21.52,7.79,29.63,14.10,86.08,70.37,13.54,28.57,62.63,52.63,77.78,81.48,7.37,18.18,79.80,71.43,17.53,41.38,38.00,40.00,73.00,68.42,44.44,60.34,64.10,35.90,84.38,59.32,78.57,62.60,75.00,50.77,59.35,38.46,93.41,38.18,11.11,75.90,4.46,46.51,29.63,29.37,100.00,82.81,88.46,69.29,48.15,55.56,7.79,73.08,92.31,42.06,65.99,66.34,69.05,72.62,62.96,70.99,60.87
35134,65.68,16.67,55.39,14.36,13.30,10.00,15.96,15.51,65.22,74.73,8.84,12.97,26.09,37.36,82.32,45.90,67.03,69.06,74.73,71.67,59.32,7.91,20.79,34.27,31.49,65.12,10.47,8.14,16.28,36.31,85.56,76.97,69.10,31.07,65.36,16.47,12.62,16.24,8.45,5.26,14.74,84.62,83.64,12.28,20.55,61.61,70.83,71.82,79.17,4.63,15.07,87.39,86.49,20.00,35.14,34.86,41.10,84.11,79.73,44.95,47.30,75.79,57.47,80.73,51.39,89.29,72.08,92.59,67.97,63.58,34.62,93.89,38.30,21.54,91.59,2.19,42.86,40.74,35.53,92.31,84.42,84.62,75.66,73.08,68.42,2.00,68.83,92.31,60.78,70.48,71.56,66.67,80.65,65.17,72.50,69.80
35138,77.05,27.57,58.75,16.81,11.56,10.18,13.39,16.06,66.67,74.09,16.82,13.78,23.66,35.40,79.65,45.74,55.80,74.89,72.89,66.52,50.68,20.36,17.81,30.59,35.59,55.35,17.21,7.91,19.53,46.85,87.00,85.14,60.99,31.39,63.96,25.00,11.94,10.14,10.84,8.89,12.64,82.22,89.23,11.63,33.33,67.43,63.27,77.65,61.22,12.21,34.04,87.43,81.63,22.86,27.08,33.52,42.86,86.36,57.14,45.09,46.94,80.65,25.25,83.33,45.83,96.92,62.89,93.85,55.70,61.94,24.62,92.59,66.27,31.91,73.33,13.84,27.27,39.06,50.32,92.31,84.71,92.31,82.69,61.54,61.15,12.82,52.38,87.50,54.78,92.21,90.91,97.01,87.50,93.62,88.89,95.04
35335,0.00,0.00,0.00,50.00,0.00,0.00,0.00,50.00,50.00,100.00,100.00,50.00,50.00,50.00,100.00,50.00,100.00,100.00,0.00,0.00, , ,0.00,100.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,50.00, , , , , ,100.00, , ,50.00, ,50.00, ,100.00, ,100.00, ,50.00, ,50.00, ,50.00, ,100.00, ,50.00, ,100.00, ,100.00, , , , , , ,100.00, , , , ,100.00, ,100.00, , , , , , , , , ,100.00,100.00,100.00, ,100.00, ,100.00, 
35358,0.00,0.00,0.00,33.33,33.33,0.00,66.67,33.33,33.33,33.33,100.00,0.00,33.33,66.67,100.00,0.00,33.33,66.67,33.33,33.33,100.00,0.00,0.00,66.67,33.33,0.00,0.00,0.00,100.00,33.33,100.00,100.00,100.00,66.67,66.67,33.33, ,100.00, , , ,100.00, , ,33.33, ,33.33, ,33.33, ,100.00, ,100.00, ,33.33, ,66.67, ,100.00, , , ,100.00, ,66.67, ,33.33, ,33.33,100.00, ,100.00, , , , , , ,33.33, ,100.00, ,100.00, ,100.00, ,100.00, ,66.67,100.00,100.00, ,100.00, ,100.00, 
36104,82.88,38.67,61.33,19.02,7.84,10.24,19.80,19.37,58.71,74.49,16.41,16.67,16.42,35.32,85.71,47.76,45.54,78.54,71.84,64.39,47.94,18.04,16.49,30.93,26.37,53.00,6.00,10.50,30.50,57.07,86.63,78.71,70.94,38.24,72.28,32.39,11.54,6.11,8.70,4.92,17.72,70.27,86.40,16.27,42.86,60.82,46.15,77.84,52.00,13.41,25.93,84.30,82.14,16.28,16.00,33.92,38.46,88.44,65.38,45.61,61.54,81.82,9.09,82.08,64.29,91.76,58.97,90.59,47.41,61.11,31.71,88.12,79.78,43.53,60.36,4.39,7.32,57.14,57.26,90.48,83.33,90.48,71.93,65.88,75.44,26.44,45.13,90.48,60.53,78.60,74.52,85.86,63.64,81.69,72.73,82.80
38106,64.91,23.68,56.39,16.44,4.57,12.33,19.16,20.74,53.49,58.60,14.55,15.21,15.89,25.23,83.72,52.11,65.44,58.33,68.98,58.02,54.67,9.35,7.51,56.81,27.57,66.00,8.00,6.00,20.00,43.26,87.91,84.58,79.07,38.68,62.15,19.10,14.06,5.26,2.38,5.26,19.42,73.63,85.95,15.07,32.39,52.41,55.71,62.07,51.43,11.81,20.29,85.62,83.10,12.33,23.53,23.97,27.94,86.90,77.14,48.25,60.00,79.83,47.96,65.75,42.86,96.30,59.88,94.44,45.57,62.50,31.48,99.31,77.94,40.00,89.52,1.44,22.95,29.63,47.83,94.44,85.71,88.89,83.13,83.33,77.64,18.33,65.22,81.48,55.63,95.20,94.25,100.00,90.00,98.65,89.90,99.22
38305, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39123,61.05,12.15,39.89,17.35,5.35,7.55,22.15,16.56,54.05,66.03,15.43,11.08,16.56,31.85,79.37,47.76,40.76,77.49,71.75,59.29,53.07,9.39,15.64,43.00,30.45,60.26,6.19,6.51,27.04,42.31,86.26,89.78,79.62,52.56,59.03,23.96,6.50,10.45,1.65,12.69,3.30,87.20,68.00,11.05,25.64,52.63,56.78,70.31,59.66,10.42,23.73,94.27,80.49,10.99,25.41,31.25,33.06,79.17,79.51,43.75,54.62,51.66,30.25,78.65,75.42,92.11,68.84,92.11,54.58,54.98,40.54,98.25,43.59,17.05,91.53,1.55,31.25,40.54,42.34,97.30,84.73,91.89,89.45,86.49,78.62,8.89,85.80,86.84,54.98,87.05,89.39,88.37,87.94,86.88,88.48,85.42
39321,0.00,0.00,100.00,50.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,0.00,50.00,50.00,100.00,50.00,50.00,100.00,0.00,100.00,100.00,0.00,0.00,100.00,50.00,100.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,100.00, ,100.00, , , , , ,100.00, ,100.00, ,100.00, , , ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, , , ,100.00,100.00, ,100.00, , ,100.00, , , , , , , , , , , , , ,100.00,100.00,100.00, ,100.00, , ,100.00
39332,66.67,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,100.00,0.00, , ,0.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,100.00,0.00,100.00,100.00, , , , , ,100.00, , , ,100.00, , , ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, ,100.00, , , , , ,100.00, , , , ,100.00, , , ,100.00, , , ,100.00, ,100.00, , , ,100.00,33.33,33.33, , ,50.00,33.33, 
39601,97.67,16.28,58.14,11.63,2.33,13.95,45.24,26.19,59.52,34.88,21.43,23.26,34.88,45.24,83.72,41.86,48.84,76.19,73.81,73.81,59.52,9.52,7.14,64.29,27.91,45.24,21.43,4.76,28.57,71.43,76.19,71.43,90.48,64.29,76.74,11.11,12.00, ,5.26, ,25.00,47.37,60.87,26.19, ,60.98, ,35.71, ,21.95, ,78.57, ,33.33,100.00,46.34, ,83.33,100.00,42.86, ,95.45, ,78.05, ,85.71,71.43,85.71,71.43,60.00,57.14,97.06,75.00,5.26,78.26,6.45,63.64,66.67,72.22,66.67,77.78,100.00,66.67,100.00,88.89,26.32,95.65,100.00,72.22,100.00,100.00,100.00,100.00,100.00,100.00,100.00
96107,85.50,33.08,79.03,15.56,8.89,29.61,13.22,24.42,61.40,56.07,15.38,36.36,30.46,35.59,72.25,56.07,42.44,78.03,70.69,62.21,55.15,13.94,13.58,42.59,36.69,57.83,10.84,6.63,24.70,50.29,84.88,85.12,66.86,30.36,65.87,31.58,11.35,5.00,20.51,5.94,59.74,60.42,96.80,23.49,30.43,59.18,75.00,53.02,75.00,12.41,33.33,63.09,66.67,26.17,56.00,35.10,38.46,74.32,60.00,52.05,77.78,81.33,12.37,80.54,62.50,88.68,62.81,86.79,51.26,66.07,32.08,97.85,71.01,36.71,77.01,7.69,18.37,56.60,47.46,90.57,82.35,86.79,84.35,68.63,66.10,15.79,49.32,82.69,58.26,66.54,70.22,61.36,69.23,66.09,67.86,66.82
96998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97106,70.27,28.38,36.05,15.45,22.95,8.06,11.38,19.49,71.77,94.12,13.11,13.01,13.11,29.03,89.60,58.06,66.39,66.40,66.40,67.20,53.66,13.01,27.05,15.57,16.13,53.28,8.20,9.84,28.69,38.52,91.94,81.45,60.48,30.89,62.60,21.79,2.27,35.85,13.24,16.00,2.74,95.71,78.85,9.30,46.88,72.41,70.27,96.47,88.24,8.05,25.71,89.66,80.56,6.90,28.57,25.00,38.89,95.45,75.68,56.82,61.11,85.94,44.83,76.14,43.24,96.77,56.38,100.00,56.38,63.04,25.81,87.18,47.73,25.00,74.29,6.45,13.79,35.48,39.56,100.00,89.25,93.55,77.42,51.61,63.44,9.09,56.14,80.65,56.52,84.46,88.68,73.81,84.09,84.62,85.11,83.02
97320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98101,88.26,41.75,75.84,11.33,6.40,7.84,16.42,17.95,68.34,67.84,12.50,9.09,37.88,36.68,87.44,46.00,41.12,83.25,86.22,85.71,51.02,17.86,6.15,45.13,35.53,62.70,6.49,4.32,26.49,21.76,94.44,84.02,76.65,28.57,61.03,12.77,10.32,2.01,16.98,3.36,20.37,61.90,93.43,13.95,47.83,65.71,86.96,69.32,59.09,9.04,36.36,90.34,95.24,38.29,31.82,34.86,47.83,89.71,73.91,44.89,56.52,84.52,8.04,87.86,52.17,95.29,80.00,97.65,77.27,68.18,28.24,97.12,91.11,54.79,68.47,7.08,5.63,18.07,24.77,97.67,91.89,79.52,88.18,72.94,79.28,18.60,36.70,81.93,45.95,67.45,66.47,69.35,65.71,67.68,65.28,68.14
98108,14.29,14.29,28.57,50.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,100.00,50.00,0.00,50.00,0.00,50.00,100.00,100.00,100.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,50.00, ,100.00, , , , ,100.00,100.00, , ,100.00,100.00,100.00,100.00, , ,100.00,100.00,100.00,100.00,100.00, , , , ,100.00, , , ,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00, , , , , ,100.00, , , , , , , ,100.00,28.57,16.67,100.00,16.67,100.00,20.00,50.00
99001,50.00,50.00,0.00, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00, , , , , , 
99102,86.21,38.92,65.52,17.68,7.61,3.55,11.79,24.74,71.13,76.41,12.69,12.76,23.08,29.23,77.84,47.45,48.21,88.72,78.46,63.78,54.36,13.85,13.47,32.64,36.27,70.43,6.99,8.06,14.52,30.37,81.58,87.56,70.16,25.00,75.39,30.30,10.16,3.28,13.89,3.82,3.17,81.82,92.00,21.69,40.00,68.67,83.33,81.93,44.00,10.12,28.00,88.02,88.00,19.28,52.00,25.15,54.17,79.39,68.00,43.11,72.00,83.84,9.78,88.55,88.00,93.15,69.49,87.84,48.31,71.79,28.38,88.98,84.72,62.32,76.99,6.09,7.46,22.86,33.33,91.55,76.52,83.33,91.45,67.14,71.79,11.24,38.95,88.57,68.38,96.06,96.77,94.94,92.86,96.57,95.71,96.24
