school_code,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
17117,750,180,41,529,24.0,24.0,180,5.5,5.5,41,70.5,70.5,529,221,29.5,29.5,221,190.00,593.00,51.00,834,22.8,22.8,190,6.1,6.1,51,71.1,71.1,593,241,28.9,28.9,241,883,162,47,674,18.3,18.3,162,5.3,5.3,47,76.3,76.3,674,209,23.7,23.7,209,847,133,41,673,15.7,15.7,133,4.8,4.8,41,79.5,79.5,673,174,20.5,20.5,174,849,132,34,683,15.5,15.5,132,4.0,4.0,34,80.4,80.4,683,166,19.6,19.6,166,842,74,36,732,8.8,8.8,74,4.3,4.3,36,86.9,86.9,732,110,13.1,13.1,110,545,45,13,487,8.3,8.3,45,2.4,2.4,13,89.4,89.4,487,58,10.6,10.6,58
17701,833,440,106,287,52.8,52.8,440,12.7,12.7,106,34.5,34.5,287,546,65.5,65.5,546,423.00,300.00,93.00,816,51.8,51.8,423,11.4,11.4,93,36.8,36.8,300,516,63.2,63.2,516,815,397,99,319,48.7,48.7,397,12.1,12.1,99,39.1,39.1,319,496,60.9,60.9,496,816,354,118,344,43.4,43.4,354,14.5,14.5,118,42.2,42.2,344,472,57.8,57.8,472,790,330,95,365,41.8,41.8,330,12.0,12.0,95,46.2,46.2,365,425,53.8,53.8,425,780,300,94,386,38.5,38.5,300,12.1,12.1,94,49.5,49.5,386,394,50.5,50.5,394,772,272,92,408,35.2,35.2,272,11.9,11.9,92,52.8,52.8,408,364,47.2,47.2,364
18101,293,44,1,248,15.0,15.0,44,.3,-1.0,-1,84.6,84.6,248,45,15.4,15.4,45,40.00,259.00,9.00,308,13.0,13.0,40,2.9,2.9,9,84.1,84.1,259,49,15.9,15.9,49,317,6,5,306,1.9,1.9,6,1.6,1.6,5,96.5,96.5,306,11,3.5,3.5,11,310,6,7,297,1.9,1.9,6,2.3,2.3,7,95.8,95.8,297,13,4.2,4.2,13,324,19,5,300,5.9,5.9,19,1.5,1.5,5,92.6,92.6,300,24,7.4,7.4,24,315,18,8,289,5.7,5.7,18,2.5,2.5,8,91.7,91.7,289,26,8.3,8.3,26,329,18,7,304,5.5,5.5,18,2.1,2.1,7,92.4,92.4,304,25,7.6,7.6,25
19106,384,49,29,306,12.8,12.8,49,7.6,7.6,29,79.7,79.7,306,78,20.3,20.3,78,82.00,297.00,26.00,405,20.2,20.2,82,6.4,6.4,26,73.3,73.3,297,108,26.7,26.7,108,405,71,22,312,17.5,17.5,71,5.4,5.4,22,77.0,77.0,312,93,23.0,23.0,93,319,23,14,282,7.2,7.2,23,4.4,4.4,14,88.4,88.4,282,37,11.6,11.6,37,309,14,16,279,4.5,4.5,14,5.2,5.2,16,90.3,90.3,279,30,9.7,9.7,30,337,28,14,295,8.3,8.3,28,4.2,4.2,14,87.5,87.5,295,42,12.5,12.5,42,347,22,13,312,6.3,6.3,22,3.7,3.7,13,89.9,89.9,312,35,10.1,10.1,35
19107,360,104,40,216,28.9,28.9,104,11.1,11.1,40,60.0,60.0,216,144,40.0,40.0,144,98.00,232.00,32.00,362,27.1,27.1,98,8.8,8.8,32,64.1,64.1,232,130,35.9,35.9,130,352,82,35,235,23.3,23.3,82,9.9,9.9,35,66.8,66.8,235,117,33.2,33.2,117,299,53,28,218,17.7,17.7,53,9.4,9.4,28,72.9,72.9,218,81,27.1,27.1,81,274,44,27,203,16.1,16.1,44,9.9,9.9,27,74.1,74.1,203,71,25.9,25.9,71,276,41,36,199,14.9,14.9,41,13.0,13.0,36,72.1,72.1,199,77,27.9,27.9,77,294,50,17,227,17.0,17.0,50,5.8,5.8,17,77.2,77.2,227,67,22.8,22.8,67
19111,715,112,36,567,15.7,15.7,112,5.0,5.0,36,79.3,79.3,567,148,20.7,20.7,148,120.00,550.00,19.00,689,17.4,17.4,120,2.8,2.8,19,79.8,79.8,550,139,20.2,20.2,139,669,101,38,530,15.1,15.1,101,5.7,5.7,38,79.2,79.2,530,139,20.8,20.8,139,641,87,30,524,13.6,13.6,87,4.7,4.7,30,81.7,81.7,524,117,18.3,18.3,117,674,88,29,557,13.1,13.1,88,4.3,4.3,29,82.6,82.6,557,117,17.4,17.4,117,682,74,39,569,10.9,10.9,74,5.7,5.7,39,83.4,83.4,569,113,16.6,16.6,113,719,70,41,608,9.7,9.7,70,5.7,5.7,41,84.6,84.6,608,111,15.4,15.4,111
19112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,96,42,233,25.9,25.9,96,11.3,11.3,42,62.8,62.8,233,138,37.2,37.2,138,334,72,43,219,21.6,21.6,72,12.9,12.9,43,65.6,65.6,219,115,34.4,34.4,115,344,66,30,248,19.2,19.2,66,8.7,8.7,30,72.1,72.1,248,96,27.9,27.9,96,352,68,32,252,19.3,19.3,68,9.1,9.1,32,71.6,71.6,252,100,28.4,28.4,100
19114,709,155,49,505,21.9,21.9,155,6.9,6.9,49,71.2,71.2,505,204,28.8,28.8,204,182.00,512.00,49.00,743,24.5,24.5,182,6.6,6.6,49,68.9,68.9,512,231,31.1,31.1,231,747,127,79,541,17.0,17.0,127,10.6,10.6,79,72.4,72.4,541,206,27.6,27.6,206,745,116,75,554,15.6,15.6,116,10.1,10.1,75,74.4,74.4,554,191,25.6,25.6,191,749,95,58,596,12.7,12.7,95,7.7,7.7,58,79.6,79.6,596,153,20.4,20.4,153,755,91,47,617,12.1,12.1,91,6.2,6.2,47,81.7,81.7,617,138,18.3,18.3,138,756,87,48,621,11.5,11.5,87,6.3,6.3,48,82.1,82.1,621,135,17.9,17.9,135
19117,199,41,15,143,20.6,20.6,41,7.5,7.5,15,71.9,71.9,143,56,28.1,28.1,56,44.00,123.00,13.00,180,24.4,24.4,44,7.2,7.2,13,68.3,68.3,123,57,31.7,31.7,57,169,39,11,119,23.1,23.1,39,6.5,6.5,11,70.4,70.4,119,50,29.6,29.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,523,22,24,477,4.2,4.2,22,4.6,4.6,24,91.2,91.2,477,46,8.8,8.8,46,100.00,411.00,20.00,531,18.8,18.8,100,3.8,3.8,20,77.4,77.4,411,120,22.6,22.6,120,538,82,19,437,15.2,15.2,82,3.5,3.5,19,81.2,81.2,437,101,18.8,18.8,101,507,70,20,417,13.8,13.8,70,3.9,3.9,20,82.2,82.2,417,90,17.8,17.8,90,484,62,10,412,12.8,12.8,62,2.1,2.1,10,85.1,85.1,412,72,14.9,14.9,72,527,49,18,460,9.3,9.3,49,3.4,3.4,18,87.3,87.3,460,67,12.7,12.7,67,547,50,11,486,9.1,9.1,50,2.0,2.0,11,88.8,88.8,486,61,11.2,11.2,61
20103,416,13,16,387,3.1,3.1,13,3.8,3.8,16,93.0,93.0,387,29,7.0,7.0,29,75.00,354.00,13.00,442,17.0,17.0,75,2.9,2.9,13,80.1,80.1,354,88,19.9,19.9,88,437,41,15,381,9.4,9.4,41,3.4,3.4,15,87.2,87.2,381,56,12.8,12.8,56,467,45,16,406,9.6,9.6,45,3.4,3.4,16,86.9,86.9,406,61,13.1,13.1,61,514,51,8,455,9.9,9.9,51,1.6,1.6,8,88.5,88.5,455,59,11.5,11.5,59,518,38,12,468,7.3,7.3,38,2.3,2.3,12,90.3,90.3,468,50,9.7,9.7,50,511,39,14,458,7.6,7.6,39,2.7,2.7,14,89.6,89.6,458,53,10.4,10.4,53
20104,495,14,9,472,2.8,2.8,14,1.8,1.8,9,95.4,95.4,472,23,4.6,4.6,23,50.00,425.00,12.00,487,10.3,10.3,50,2.5,2.5,12,87.3,87.3,425,62,12.7,12.7,62,478,37,9,432,7.7,7.7,37,1.9,1.9,9,90.4,90.4,432,46,9.6,9.6,46,469,33,11,425,7.0,7.0,33,2.3,2.3,11,90.6,90.6,425,44,9.4,9.4,44,466,29,8,429,6.2,6.2,29,1.7,1.7,8,92.1,92.1,429,37,7.9,7.9,37,486,14,15,457,2.9,2.9,14,3.1,3.1,15,94.0,94.0,457,29,6.0,6.0,29,524,33,13,478,6.3,6.3,33,2.5,2.5,13,91.2,91.2,478,46,8.8,8.8,46
21102,253,159,19,75,62.8,62.8,159,7.5,7.5,19,29.6,29.6,75,178,70.4,70.4,178,124.00,72.00,8.00,204,60.8,60.8,124,3.9,3.9,8,35.3,35.3,72,132,64.7,64.7,132,223,130,10,83,58.3,58.3,130,4.5,4.5,10,37.2,37.2,83,140,62.8,62.8,140,238,135,13,90,56.7,56.7,135,5.5,5.5,13,37.8,37.8,90,148,62.2,62.2,148,260,121,16,123,46.5,46.5,121,6.2,6.2,16,47.3,47.3,123,137,52.7,52.7,137,287,120,23,144,41.8,41.8,120,8.0,8.0,23,50.2,50.2,144,143,49.8,49.8,143,205,94,18,93,45.9,45.9,94,8.8,8.8,18,45.4,45.4,93,112,54.6,54.6,112
21103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,48,7,84,34.5,34.5,48,5.0,5.0,7,60.4,60.4,84,55,39.6,39.6,55,150,57,8,85,38.0,38.0,57,5.3,5.3,8,56.7,56.7,85,65,43.3,43.3,65,164,66,14,84,40.2,40.2,66,8.5,8.5,14,51.2,51.2,84,80,48.8,48.8,80,173,71,9,93,41.0,41.0,71,5.2,5.2,9,53.8,53.8,93,80,46.2,46.2,80
21105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,52,26,77,33.5,33.5,52,16.8,16.8,26,49.7,49.7,77,78,50.3,50.3,78
21106,577,332,37,208,57.5,57.5,332,6.4,6.4,37,36.0,36.0,208,369,64.0,64.0,369,351.00,188.00,29.00,568,61.8,61.8,351,5.1,5.1,29,33.1,33.1,188,380,66.9,66.9,380,580,321,38,221,55.3,55.3,321,6.6,6.6,38,38.1,38.1,221,359,61.9,61.9,359,493,263,41,189,53.3,53.3,263,8.3,8.3,41,38.3,38.3,189,304,61.7,61.7,304,512,271,44,197,52.9,52.9,271,8.6,8.6,44,38.5,38.5,197,315,61.5,61.5,315,534,259,46,229,48.5,48.5,259,8.6,8.6,46,42.9,42.9,229,305,57.1,57.1,305,570,223,39,308,39.1,39.1,223,6.8,6.8,39,54.0,54.0,308,262,46.0,46.0,262
21110,222,183,11,28,82.4,82.4,183,5.0,5.0,11,12.6,12.6,28,194,87.4,87.4,194,244.00,34.00,8.00,286,85.3,85.3,244,2.8,2.8,8,11.9,11.9,34,252,88.1,88.1,252,265,210,18,37,79.2,79.2,210,6.8,6.8,18,14.0,14.0,37,228,86.0,86.0,228,259,211,20,28,81.5,81.5,211,7.7,7.7,20,10.8,10.8,28,231,89.2,89.2,231,249,204,9,36,81.9,81.9,204,3.6,3.6,9,14.5,14.5,36,213,85.5,85.5,213,231,179,13,39,77.5,77.5,179,5.6,5.6,13,16.9,16.9,39,192,83.1,83.1,192,245,185,11,49,75.5,75.5,185,4.5,4.5,11,20.0,20.0,49,196,80.0,80.0,196
21111,592,236,19,337,39.9,39.9,236,3.2,3.2,19,56.9,56.9,337,255,43.1,43.1,255,265.00,307.00,25.00,597,44.4,44.4,265,4.2,4.2,25,51.4,51.4,307,290,48.6,48.6,290,622,263,32,327,42.3,42.3,263,5.1,5.1,32,52.6,52.6,327,295,47.4,47.4,295,582,240,34,308,41.2,41.2,240,5.8,5.8,34,52.9,52.9,308,274,47.1,47.1,274,634,156,15,463,24.6,24.6,156,2.4,2.4,15,73.0,73.0,463,171,27.0,27.0,171,647,218,41,388,33.7,33.7,218,6.3,6.3,41,60.0,60.0,388,259,40.0,40.0,259,708,209,50,449,29.5,29.5,209,7.1,7.1,50,63.4,63.4,449,259,36.6,36.6,259
21112,171,78,5,88,45.6,45.6,78,2.9,2.9,5,51.5,51.5,88,83,48.5,48.5,83,70.00,60.00,13.00,143,49.0,49.0,70,9.1,9.1,13,42.0,42.0,60,83,58.0,58.0,83,161,66,15,80,41.0,41.0,66,9.3,9.3,15,49.7,49.7,80,81,50.3,50.3,81,187,70,19,98,37.4,37.4,70,10.2,10.2,19,52.4,52.4,98,89,47.6,47.6,89,210,88,28,94,41.9,41.9,88,13.3,13.3,28,44.8,44.8,94,116,55.2,55.2,116,209,84,25,100,40.2,40.2,84,12.0,12.0,25,47.8,47.8,100,109,52.2,52.2,109,171,62,16,93,36.3,36.3,62,9.4,9.4,16,54.4,54.4,93,78,45.6,45.6,78
21114,247,68,21,158,27.5,27.5,68,8.5,8.5,21,64.0,64.0,158,89,36.0,36.0,89,66.00,116.00,15.00,197,33.5,33.5,66,7.6,7.6,15,58.9,58.9,116,81,41.1,41.1,81,217,61,15,141,28.1,28.1,61,6.9,6.9,15,65.0,65.0,141,76,35.0,35.0,76,154,52,17,85,33.8,33.8,52,11.0,11.0,17,55.2,55.2,85,69,44.8,44.8,69,160,53,13,94,33.1,33.1,53,8.1,8.1,13,58.8,58.8,94,66,41.3,41.3,66,165,38,7,120,23.0,23.0,38,4.2,4.2,7,72.7,72.7,120,45,27.3,27.3,45,173,56,5,112,32.4,32.4,56,2.9,2.9,5,64.7,64.7,112,61,35.3,35.3,61
22101,114,7,3,104,6.1,6.1,7,2.6,-1.0,-1,91.2,91.2,104,10,8.8,8.8,10,13.00,113.00,2.00,128,10.2,10.2,13,1.6,-1.0,-1,88.3,88.3,113,15,11.7,11.7,15,126,9,6,111,7.1,7.1,9,4.8,4.8,6,88.1,88.1,111,15,11.9,11.9,15,133,6,8,119,4.5,4.5,6,6.0,6.0,8,89.5,89.5,119,14,10.5,10.5,14,146,12,2,132,8.2,8.2,12,1.4,-1.0,-1,90.4,90.4,132,14,9.6,9.6,14,147,11,3,133,7.5,7.5,11,2.0,-1.0,-1,90.5,90.5,133,14,9.5,9.5,14,138,7,4,127,5.1,5.1,7,2.9,-1.0,-1,92.0,92.0,127,11,8.0,8.0,11
23104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23105,402,35,13,354,8.7,8.7,35,3.2,3.2,13,88.1,88.1,354,48,11.9,11.9,48,39.00,377.00,17.00,433,9.0,9.0,39,3.9,3.9,17,87.1,87.1,377,56,12.9,12.9,56,454,43,21,390,9.5,9.5,43,4.6,4.6,21,85.9,85.9,390,64,14.1,14.1,64,474,41,12,421,8.6,8.6,41,2.5,2.5,12,88.8,88.8,421,53,11.2,11.2,53,483,36,9,438,7.5,7.5,36,1.9,1.9,9,90.7,90.7,438,45,9.3,9.3,45,514,37,25,452,7.2,7.2,37,4.9,4.9,25,87.9,87.9,452,62,12.1,12.1,62,472,27,15,430,5.7,5.7,27,3.2,3.2,15,91.1,91.1,430,42,8.9,8.9,42
23107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,115,9,103,50.7,50.7,115,4.0,4.0,9,45.4,45.4,103,124,54.6,54.6,124,200,99,7,94,49.5,49.5,99,3.5,3.5,7,47.0,47.0,94,106,53.0,53.0,106,179,87,9,83,48.6,48.6,87,5.0,5.0,9,46.4,46.4,83,96,53.6,53.6,96,169,68,19,82,40.2,40.2,68,11.2,11.2,19,48.5,48.5,82,87,51.5,51.5,87,184,71,16,97,38.6,38.6,71,8.7,8.7,16,52.7,52.7,97,87,47.3,47.3,87
23108,1595,219,39,1337,13.7,13.7,219,2.4,2.4,39,83.8,83.8,1337,258,16.2,16.2,258,206.00,1379.00,48.00,1633,12.6,12.6,206,2.9,2.9,48,84.4,84.4,1379,254,15.6,15.6,254,1655,156,61,1438,9.4,9.4,156,3.7,3.7,61,86.9,86.9,1438,217,13.1,13.1,217,1649,165,58,1426,10.0,10.0,165,3.5,3.5,58,86.5,86.5,1426,223,13.5,13.5,223,1595,142,43,1410,8.9,8.9,142,2.7,2.7,43,88.4,88.4,1410,185,11.6,11.6,185,1557,84,39,1434,5.4,5.4,84,2.5,2.5,39,92.1,92.1,1434,123,7.9,7.9,123,1549,66,29,1454,4.3,4.3,66,1.9,1.9,29,93.9,93.9,1454,95,6.1,6.1,95
23109,297,85,7,205,28.6,28.6,85,2.4,2.4,7,69.0,69.0,205,92,31.0,31.0,92,93.00,178.00,7.00,278,33.5,33.5,93,2.5,2.5,7,64.0,64.0,178,100,36.0,36.0,100,322,55,17,250,17.1,17.1,55,5.3,5.3,17,77.6,77.6,250,72,22.4,22.4,72,302,50,16,236,16.6,16.6,50,5.3,5.3,16,78.1,78.1,236,66,21.9,21.9,66,327,58,14,255,17.7,17.7,58,4.3,4.3,14,78.0,78.0,255,72,22.0,22.0,72,321,39,11,271,12.1,12.1,39,3.4,3.4,11,84.4,84.4,271,50,15.6,15.6,50,349,44,11,294,12.6,12.6,44,3.2,3.2,11,84.2,84.2,294,55,15.8,15.8,55
23110,273,49,6,218,17.9,17.9,49,2.2,2.2,6,79.9,79.9,218,55,20.1,20.1,55,46.00,207.00,9.00,262,17.6,17.6,46,3.4,3.4,9,79.0,79.0,207,55,21.0,21.0,55,222,39,5,178,17.6,17.6,39,2.3,2.3,5,80.2,80.2,178,44,19.8,19.8,44,223,33,8,182,14.8,14.8,33,3.6,3.6,8,81.6,81.6,182,41,18.4,18.4,41,239,38,9,192,15.9,15.9,38,3.8,3.8,9,80.3,80.3,192,47,19.7,19.7,47,224,25,22,177,11.2,11.2,25,9.8,9.8,22,79.0,79.0,177,47,21.0,21.0,47,243,23,11,209,9.5,9.5,23,4.5,4.5,11,86.0,86.0,209,34,14.0,14.0,34
23111,454,38,14,402,8.4,8.4,38,3.1,3.1,14,88.5,88.5,402,52,11.5,11.5,52,25.00,405.00,15.00,445,5.6,5.6,25,3.4,3.4,15,91.0,91.0,405,40,9.0,9.0,40,358,27,9,322,7.5,7.5,27,2.5,2.5,9,89.9,89.9,322,36,10.1,10.1,36,368,23,14,331,6.3,6.3,23,3.8,3.8,14,89.9,89.9,331,37,10.1,10.1,37,374,30,8,336,8.0,8.0,30,2.1,2.1,8,89.8,89.8,336,38,10.2,10.2,38,373,13,10,350,3.5,3.5,13,2.7,2.7,10,93.8,93.8,350,23,6.2,6.2,23,409,25,11,373,6.1,6.1,25,2.7,2.7,11,91.2,91.2,373,36,8.8,8.8,36
23112,537,114,17,406,21.2,21.2,114,3.2,3.2,17,75.6,75.6,406,131,24.4,24.4,131,110.00,412.00,24.00,546,20.1,20.1,110,4.4,4.4,24,75.5,75.5,412,134,24.5,24.5,134,565,94,31,440,16.6,16.6,94,5.5,5.5,31,77.9,77.9,440,125,22.1,22.1,125,541,82,31,428,15.2,15.2,82,5.7,5.7,31,79.1,79.1,428,113,20.9,20.9,113,572,101,24,447,17.7,17.7,101,4.2,4.2,24,78.1,78.1,447,125,21.9,21.9,125,606,76,37,493,12.5,12.5,76,6.1,6.1,37,81.4,81.4,493,113,18.6,18.6,113,647,94,35,518,14.5,14.5,94,5.4,5.4,35,80.1,80.1,518,129,19.9,19.9,129
23113,342,175,11,156,51.2,51.2,175,3.2,3.2,11,45.6,45.6,156,186,54.4,54.4,186,161.00,157.00,11.00,329,48.9,48.9,161,3.3,3.3,11,47.7,47.7,157,172,52.3,52.3,172,215,62,10,143,28.8,28.8,62,4.7,4.7,10,66.5,66.5,143,72,33.5,33.5,72,247,66,19,162,26.7,26.7,66,7.7,7.7,19,65.6,65.6,162,85,34.4,34.4,85,270,56,10,204,20.7,20.7,56,3.7,3.7,10,75.6,75.6,204,66,24.4,24.4,66,282,52,16,214,18.4,18.4,52,5.7,5.7,16,75.9,75.9,214,68,24.1,24.1,68,296,55,13,228,18.6,18.6,55,4.4,4.4,13,77.0,77.0,228,68,23.0,23.0,68
23114,439,36,6,397,8.2,8.2,36,1.4,1.4,6,90.4,90.4,397,42,9.6,9.6,42,37.00,415.00,11.00,463,8.0,8.0,37,2.4,2.4,11,89.6,89.6,415,48,10.4,10.4,48,410,18,17,375,4.4,4.4,18,4.1,4.1,17,91.5,91.5,375,35,8.5,8.5,35,429,22,7,400,5.1,5.1,22,1.6,1.6,7,93.2,93.2,400,29,6.8,6.8,29,443,23,3,417,5.2,5.2,23,.7,-1.0,-1,94.1,94.1,417,26,5.9,5.9,26,453,8,4,441,1.8,1.8,8,.9,-1.0,-1,97.4,97.4,441,12,2.6,2.6,12,471,4,6,461,.8,-1.0,-1,1.3,1.3,6,97.9,97.9,461,10,2.1,2.1,10
23601,162,19,1,142,11.7,11.7,19,.6,-1.0,-1,87.7,87.7,142,20,12.3,12.3,20,19.00,134.00,.00,153,12.4,12.4,19,.0,-1.0,-1,87.6,87.6,134,19,12.4,12.4,19,153,8,3,142,5.2,5.2,8,2.0,-1.0,-1,92.8,92.8,142,11,7.2,7.2,11,149,12,3,134,8.1,8.1,12,2.0,-1.0,-1,89.9,89.9,134,15,10.1,10.1,15,145,11,3,131,7.6,7.6,11,2.1,-1.0,-1,90.3,90.3,131,14,9.7,9.7,14,134,0,11,123,.0,-1.0,-1,8.2,8.2,11,91.8,91.8,123,11,8.2,8.2,11,128,4,4,120,3.1,-1.0,-1,3.1,-1.0,-1,93.8,93.8,120,8,6.3,6.3,8
24103,253,122,30,101,48.2,48.2,122,11.9,11.9,30,39.9,39.9,101,152,60.1,60.1,152,105.00,112.00,38.00,255,41.2,41.2,105,14.9,14.9,38,43.9,43.9,112,143,56.1,56.1,143,228,82,36,110,36.0,36.0,82,15.8,15.8,36,48.2,48.2,110,118,51.8,51.8,118,217,69,28,120,31.8,31.8,69,12.9,12.9,28,55.3,55.3,120,97,44.7,44.7,97,243,78,15,150,32.1,32.1,78,6.2,6.2,15,61.7,61.7,150,93,38.3,38.3,93,261,79,24,158,30.3,30.3,79,9.2,9.2,24,60.5,60.5,158,103,39.5,39.5,103,246,41,24,181,16.7,16.7,41,9.8,9.8,24,73.6,73.6,181,65,26.4,26.4,65
24105,1008,318,78,612,31.5,31.5,318,7.7,7.7,78,60.7,60.7,612,396,39.3,39.3,396,284.00,766.00,28.00,1078,26.3,26.3,284,2.6,2.6,28,71.1,71.1,766,312,28.9,28.9,312,1081,97,0,984,9.0,9.0,97,.0,-1.0,-1,91.0,91.0,984,97,9.0,9.0,97,1050,195,48,807,18.6,18.6,195,4.6,4.6,48,76.9,76.9,807,243,23.1,23.1,243,1163,236,43,884,20.3,20.3,236,3.7,3.7,43,76.0,76.0,884,279,24.0,24.0,279,1212,171,44,997,14.1,14.1,171,3.6,3.6,44,82.3,82.3,997,215,17.7,17.7,215,1185,152,60,973,12.8,12.8,152,5.1,5.1,60,82.1,82.1,973,212,17.9,17.9,212
24106,296,67,26,203,22.6,22.6,67,8.8,8.8,26,68.6,68.6,203,93,31.4,31.4,93,67.00,180.00,14.00,261,25.7,25.7,67,5.4,5.4,14,69.0,69.0,180,81,31.0,31.0,81,253,40,28,185,15.8,15.8,40,11.1,11.1,28,73.1,73.1,185,68,26.9,26.9,68,238,42,23,173,17.6,17.6,42,9.7,9.7,23,72.7,72.7,173,65,27.3,27.3,65,216,39,8,169,18.1,18.1,39,3.7,3.7,8,78.2,78.2,169,47,21.8,21.8,47,210,31,5,174,14.8,14.8,31,2.4,2.4,5,82.9,82.9,174,36,17.1,17.1,36,210,28,4,178,13.3,13.3,28,1.9,-1.0,-1,84.8,84.8,178,32,15.2,15.2,32
24107,257,65,10,182,25.3,25.3,65,3.9,3.9,10,70.8,70.8,182,75,29.2,29.2,75,64.00,160.00,14.00,238,26.9,26.9,64,5.9,5.9,14,67.2,67.2,160,78,32.8,32.8,78,229,34,8,187,14.8,14.8,34,3.5,3.5,8,81.7,81.7,187,42,18.3,18.3,42,199,41,11,147,20.6,20.6,41,5.5,5.5,11,73.9,73.9,147,52,26.1,26.1,52,197,43,9,145,21.8,21.8,43,4.6,4.6,9,73.6,73.6,145,52,26.4,26.4,52,204,33,11,160,16.2,16.2,33,5.4,5.4,11,78.4,78.4,160,44,21.6,21.6,44,215,38,18,159,17.7,17.7,38,8.4,8.4,18,74.0,74.0,159,56,26.0,26.0,56
