school_code,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
01103,332,29,2,301,8.7,8.7,29,.6,-1.0,-1,90.7,90.7,301,31,9.3,9.3,31,26.00,316.00,3.00,345,7.5,7.5,26,.9,-1.0,-1,91.6,91.6,316,29,8.4,8.4,29,337,16,8,313,4.7,4.7,16,2.4,2.4,8,92.9,92.9,313,24,7.1,7.1,24,346,13,6,327,3.8,3.8,13,1.7,1.7,6,94.5,94.5,327,19,5.5,5.5,19,346,8,6,332,2.3,2.3,8,1.7,1.7,6,96.0,96.0,332,14,4.0,4.0,14,362,10,3,349,2.8,2.8,10,.8,-1.0,-1,96.4,96.4,349,13,3.6,3.6,13,337,12,0,325,3.6,3.6,12,.0,-1.0,-1,96.4,96.4,325,12,3.6,3.6,12
01104,344,8,5,331,2.3,2.3,8,1.5,1.5,5,96.2,96.2,331,13,3.8,3.8,13,5.00,356.00,4.00,365,1.4,1.4,5,1.1,-1.0,-1,97.5,97.5,356,9,2.5,2.5,9,363,7,1,355,1.9,1.9,7,.3,-1.0,-1,97.8,97.8,355,8,2.2,2.2,8,381,6,2,373,1.6,1.6,6,.5,-1.0,-1,97.9,97.9,373,8,2.1,2.1,8,363,2,0,361,.6,-1.0,-1,.0,-1.0,-1,99.4,99.4,361,2,.6,-1.0,-1,357,2,1,354,.6,-1.0,-1,.3,-1.0,-1,99.2,99.2,354,3,.8,-1.0,-1,358,1,2,355,.3,-1.0,-1,.6,-1.0,-1,99.2,99.2,355,3,.8,-1.0,-1
01105,546,27,5,514,4.9,4.9,27,.9,.9,5,94.1,94.1,514,32,5.9,5.9,32,10.00,544.00,7.00,561,1.8,1.8,10,1.2,1.2,7,97.0,97.0,544,17,3.0,3.0,17,535,17,7,511,3.2,3.2,17,1.3,1.3,7,95.5,95.5,511,24,4.5,4.5,24,469,9,8,452,1.9,1.9,9,1.7,1.7,8,96.4,96.4,452,17,3.6,3.6,17,510,12,6,492,2.4,2.4,12,1.2,1.2,6,96.5,96.5,492,18,3.5,3.5,18,518,10,7,501,1.9,1.9,10,1.4,1.4,7,96.7,96.7,501,17,3.3,3.3,17,504,14,6,484,2.8,2.8,14,1.2,1.2,6,96.0,96.0,484,20,4.0,4.0,20
01106,1126,41,10,1075,3.6,3.6,41,.9,.9,10,95.5,95.5,1075,51,4.5,4.5,51,39.00,1102.00,15.00,1156,3.4,3.4,39,1.3,1.3,15,95.3,95.3,1102,54,4.7,4.7,54,1133,26,14,1093,2.3,2.3,26,1.2,1.2,14,96.5,96.5,1093,40,3.5,3.5,40,1158,24,14,1120,2.1,2.1,24,1.2,1.2,14,96.7,96.7,1120,38,3.3,3.3,38,1129,22,17,1090,1.9,1.9,22,1.5,1.5,17,96.5,96.5,1090,39,3.5,3.5,39,1122,17,20,1085,1.5,1.5,17,1.8,1.8,20,96.7,96.7,1085,37,3.3,3.3,37,1095,8,13,1074,.7,.7,8,1.2,1.2,13,98.1,98.1,1074,21,1.9,1.9,21
01108,791,37,15,739,4.7,4.7,37,1.9,1.9,15,93.4,93.4,739,52,6.6,6.6,52,28.00,737.00,14.00,779,3.6,3.6,28,1.8,1.8,14,94.6,94.6,737,42,5.4,5.4,42,777,23,11,743,3.0,3.0,23,1.4,1.4,11,95.6,95.6,743,34,4.4,4.4,34,805,29,7,769,3.6,3.6,29,.9,.9,7,95.5,95.5,769,36,4.5,4.5,36,835,20,10,805,2.4,2.4,20,1.2,1.2,10,96.4,96.4,805,30,3.6,3.6,30,862,20,13,829,2.3,2.3,20,1.5,1.5,13,96.2,96.2,829,33,3.8,3.8,33,865,12,13,840,1.4,1.4,12,1.5,1.5,13,97.1,97.1,840,25,2.9,2.9,25
01109,261,10,5,246,3.8,3.8,10,1.9,1.9,5,94.3,94.3,246,15,5.7,5.7,15,7.00,270.00,3.00,280,2.5,2.5,7,1.1,-1.0,-1,96.4,96.4,270,10,3.6,3.6,10,273,8,0,265,2.9,2.9,8,.0,-1.0,-1,97.1,97.1,265,8,2.9,2.9,8,266,4,1,261,1.5,-1.0,-1,.4,-1.0,-1,98.1,98.1,261,5,1.9,1.9,5,261,11,2,248,4.2,4.2,11,.8,-1.0,-1,95.0,95.0,248,13,5.0,5.0,13,239,5,3,231,2.1,2.1,5,1.3,-1.0,-1,96.7,96.7,231,8,3.3,3.3,8,239,4,1,234,1.7,-1.0,-1,.4,-1.0,-1,97.9,97.9,234,5,2.1,2.1,5
03104,546,152,56,338,27.8,27.8,152,10.3,10.3,56,61.9,61.9,338,208,38.1,38.1,208,154.00,322.00,52.00,528,29.2,29.2,154,9.8,9.8,52,61.0,61.0,322,206,39.0,39.0,206,523,145,46,332,27.7,27.7,145,8.8,8.8,46,63.5,63.5,332,191,36.5,36.5,191,538,138,46,354,25.7,25.7,138,8.6,8.6,46,65.8,65.8,354,184,34.2,34.2,184,566,121,47,398,21.4,21.4,121,8.3,8.3,47,70.3,70.3,398,168,29.7,29.7,168,582,85,69,428,14.6,14.6,85,11.9,11.9,69,73.5,73.5,428,154,26.5,26.5,154,636,100,54,482,15.7,15.7,100,8.5,8.5,54,75.8,75.8,482,154,24.2,24.2,154
03105,469,70,45,354,14.9,14.9,70,9.6,9.6,45,75.5,75.5,354,115,24.5,24.5,115,92.00,352.00,43.00,487,18.9,18.9,92,8.8,8.8,43,72.3,72.3,352,135,27.7,27.7,135,462,76,34,352,16.5,16.5,76,7.4,7.4,34,76.2,76.2,352,110,23.8,23.8,110,457,54,19,384,11.8,11.8,54,4.2,4.2,19,84.0,84.0,384,73,16.0,16.0,73,437,60,28,349,13.7,13.7,60,6.4,6.4,28,79.9,79.9,349,88,20.1,20.1,88,363,58,44,261,16.0,16.0,58,12.1,12.1,44,71.9,71.9,261,102,28.1,28.1,102,363,53,42,268,14.6,14.6,53,11.6,11.6,42,73.8,73.8,268,95,26.2,26.2,95
03107,362,123,25,214,34.0,34.0,123,6.9,6.9,25,59.1,59.1,214,148,40.9,40.9,148,134.00,198.00,29.00,361,37.1,37.1,134,8.0,8.0,29,54.8,54.8,198,163,45.2,45.2,163,338,93,28,217,27.5,27.5,93,8.3,8.3,28,64.2,64.2,217,121,35.8,35.8,121,336,100,39,197,29.8,29.8,100,11.6,11.6,39,58.6,58.6,197,139,41.4,41.4,139,314,82,33,199,26.1,26.1,82,10.5,10.5,33,63.4,63.4,199,115,36.6,36.6,115,283,61,41,181,21.6,21.6,61,14.5,14.5,41,64.0,64.0,181,102,36.0,36.0,102,299,66,35,198,22.1,22.1,66,11.7,11.7,35,66.2,66.2,198,101,33.8,33.8,101
03108,339,89,24,226,26.3,26.3,89,7.1,7.1,24,66.7,66.7,226,113,33.3,33.3,113,98.00,215.00,29.00,342,28.7,28.7,98,8.5,8.5,29,62.9,62.9,215,127,37.1,37.1,127,368,91,27,250,24.7,24.7,91,7.3,7.3,27,67.9,67.9,250,118,32.1,32.1,118,398,68,46,284,17.1,17.1,68,11.6,11.6,46,71.4,71.4,284,114,28.6,28.6,114,399,59,30,310,14.8,14.8,59,7.5,7.5,30,77.7,77.7,310,89,22.3,22.3,89,441,48,27,366,10.9,10.9,48,6.1,6.1,27,83.0,83.0,366,75,17.0,17.0,75,379,45,28,306,11.9,11.9,45,7.4,7.4,28,80.7,80.7,306,73,19.3,19.3,73
03109,726,165,66,495,22.7,22.7,165,9.1,9.1,66,68.2,68.2,495,231,31.8,31.8,231,166.00,526.00,49.00,741,22.4,22.4,166,6.6,6.6,49,71.0,71.0,526,215,29.0,29.0,215,822,123,64,635,15.0,15.0,123,7.8,7.8,64,77.3,77.3,635,187,22.7,22.7,187,844,134,67,643,15.9,15.9,134,7.9,7.9,67,76.2,76.2,643,201,23.8,23.8,201,868,117,64,687,13.5,13.5,117,7.4,7.4,64,79.1,79.1,687,181,20.9,20.9,181,869,105,65,699,12.1,12.1,105,7.5,7.5,65,80.4,80.4,699,170,19.6,19.6,170,866,98,52,716,11.3,11.3,98,6.0,6.0,52,82.7,82.7,716,150,17.3,17.3,150
04101,464,350,31,83,75.4,75.4,350,6.7,6.7,31,17.9,17.9,83,381,82.1,82.1,381,316.00,33.00,15.00,364,86.8,86.8,316,4.1,4.1,15,9.1,9.1,33,331,90.9,90.9,331,487,319,36,132,65.5,65.5,319,7.4,7.4,36,27.1,27.1,132,355,72.9,72.9,355,470,363,47,60,77.2,77.2,363,10.0,10.0,47,12.8,12.8,60,410,87.2,87.2,410,453,338,27,88,74.6,74.6,338,6.0,6.0,27,19.4,19.4,88,365,80.6,80.6,365,441,337,38,66,76.4,76.4,337,8.6,8.6,38,15.0,15.0,66,375,85.0,85.0,375,446,333,38,75,74.7,74.7,333,8.5,8.5,38,16.8,16.8,75,371,83.2,83.2,371
04104,409,333,30,46,81.4,81.4,333,7.3,7.3,30,11.2,11.2,46,363,88.8,88.8,363,255.00,13.00,26.00,294,86.7,86.7,255,8.8,8.8,26,4.4,4.4,13,281,95.6,95.6,281,198,54,12,132,27.3,27.3,54,6.1,6.1,12,66.7,66.7,132,66,33.3,33.3,66,178,126,29,23,70.8,70.8,126,16.3,16.3,29,12.9,12.9,23,155,87.1,87.1,155,206,149,22,35,72.3,72.3,149,10.7,10.7,22,17.0,17.0,35,171,83.0,83.0,171,186,135,32,19,72.6,72.6,135,17.2,17.2,32,10.2,10.2,19,167,89.8,89.8,167,178,130,19,29,73.0,73.0,130,10.7,10.7,19,16.3,16.3,29,149,83.7,83.7,149
04105,198,170,10,18,85.9,85.9,170,5.1,5.1,10,9.1,9.1,18,180,90.9,90.9,180,170.00,.00,1.00,171,99.4,99.4,170,.6,-1.0,-1,.0,-1.0,-1,171,100.0,100.0,171,229,125,26,78,54.6,54.6,125,11.4,11.4,26,34.1,34.1,78,151,65.9,65.9,151,209,162,26,21,77.5,77.5,162,12.4,12.4,26,10.0,10.0,21,188,90.0,90.0,188,196,166,9,21,84.7,84.7,166,4.6,4.6,9,10.7,10.7,21,175,89.3,89.3,175,212,151,36,25,71.2,71.2,151,17.0,17.0,36,11.8,11.8,25,187,88.2,88.2,187,204,149,30,25,73.0,73.0,149,14.7,14.7,30,12.3,12.3,25,179,87.7,87.7,179
04106,360,310,20,30,86.1,86.1,310,5.6,5.6,20,8.3,8.3,30,330,91.7,91.7,330,386.00,15.00,27.00,428,90.2,90.2,386,6.3,6.3,27,3.5,3.5,15,413,96.5,96.5,413,470,355,45,70,75.5,75.5,355,9.6,9.6,45,14.9,14.9,70,400,85.1,85.1,400,508,432,53,23,85.0,85.0,432,10.4,10.4,53,4.5,4.5,23,485,95.5,95.5,485,523,399,42,82,76.3,76.3,399,8.0,8.0,42,15.7,15.7,82,441,84.3,84.3,441,525,417,51,57,79.4,79.4,417,9.7,9.7,51,10.9,10.9,57,468,89.1,89.1,468,451,330,49,72,73.2,73.2,330,10.9,10.9,49,16.0,16.0,72,379,84.0,84.0,379
04108,813,654,12,147,80.4,80.4,654,1.5,1.5,12,18.1,18.1,147,666,81.9,81.9,666,493.00,235.00,38.00,766,64.4,64.4,493,5.0,5.0,38,30.7,30.7,235,531,69.3,69.3,531,808,558,77,173,69.1,69.1,558,9.5,9.5,77,21.4,21.4,173,635,78.6,78.6,635,850,563,72,215,66.2,66.2,563,8.5,8.5,72,25.3,25.3,215,635,74.7,74.7,635,948,542,57,349,57.2,57.2,542,6.0,6.0,57,36.8,36.8,349,599,63.2,63.2,599,1008,492,82,434,48.8,48.8,492,8.1,8.1,82,43.1,43.1,434,574,56.9,56.9,574,1036,513,128,395,49.5,49.5,513,12.4,12.4,128,38.1,38.1,395,641,61.9,61.9,641
04109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,138,18,13,81.7,81.7,138,10.7,10.7,18,7.7,7.7,13,156,92.3,92.3,156,174,143,8,23,82.2,82.2,143,4.6,4.6,8,13.2,13.2,23,151,86.8,86.8,151,190,152,22,16,80.0,80.0,152,11.6,11.6,22,8.4,8.4,16,174,91.6,91.6,174,228,180,27,21,78.9,78.9,180,11.8,11.8,27,9.2,9.2,21,207,90.8,90.8,207
04110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,103,24,16,72.0,72.0,103,16.8,16.8,24,11.2,11.2,16,127,88.8,88.8,127
04115,433,379,24,30,87.5,87.5,379,5.5,5.5,24,6.9,6.9,30,403,93.1,93.1,403,401.00,30.00,20.00,451,88.9,88.9,401,4.4,4.4,20,6.7,6.7,30,421,93.3,93.3,421,666,502,71,93,75.4,75.4,502,10.7,10.7,71,14.0,14.0,93,573,86.0,86.0,573,797,613,89,95,76.9,76.9,613,11.2,11.2,89,11.9,11.9,95,702,88.1,88.1,702,792,535,62,195,67.6,67.6,535,7.8,7.8,62,24.6,24.6,195,597,75.4,75.4,597,847,493,76,278,58.2,58.2,493,9.0,9.0,76,32.8,32.8,278,569,67.2,67.2,569,842,610,120,112,72.4,72.4,610,14.3,14.3,120,13.3,13.3,112,730,86.7,86.7,730
04601,534,411,67,56,77.0,77.0,411,12.5,12.5,67,10.5,10.5,56,478,89.5,89.5,478,361.00,54.00,55.00,470,76.8,76.8,361,11.7,11.7,55,11.5,11.5,54,416,88.5,88.5,416,404,285,61,58,70.5,70.5,285,15.1,15.1,61,14.4,14.4,58,346,85.6,85.6,346,345,228,65,52,66.1,66.1,228,18.8,18.8,65,15.1,15.1,52,293,84.9,84.9,293,280,187,58,35,66.8,66.8,187,20.7,20.7,58,12.5,12.5,35,245,87.5,87.5,245,223,146,51,26,65.5,65.5,146,22.9,22.9,51,11.7,11.7,26,197,88.3,88.3,197,165,122,30,13,73.9,73.9,122,18.2,18.2,30,7.9,7.9,13,152,92.1,92.1,152
04602,201,152,24,25,75.6,75.6,152,11.9,11.9,24,12.4,12.4,25,176,87.6,87.6,176,106.00,16.00,17.00,139,76.3,76.3,106,12.2,12.2,17,11.5,11.5,16,123,88.5,88.5,123,60,60,0,0,100.0,100.0,60,.0,-1.0,-1,.0,-1.0,-1,60,100.0,100.0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06104,1166,294,77,795,25.2,25.2,294,6.6,6.6,77,68.2,68.2,795,371,31.8,31.8,371,290.00,828.00,68.00,1186,24.5,24.5,290,5.7,5.7,68,69.8,69.8,828,358,30.2,30.2,358,1226,222,80,924,18.1,18.1,222,6.5,6.5,80,75.4,75.4,924,302,24.6,24.6,302,1245,238,73,934,19.1,19.1,238,5.9,5.9,73,75.0,75.0,934,311,25.0,25.0,311,1342,204,69,1069,15.2,15.2,204,5.1,5.1,69,79.7,79.7,1069,273,20.3,20.3,273,1366,124,68,1174,9.1,9.1,124,5.0,5.0,68,85.9,85.9,1174,192,14.1,14.1,192,839,80,51,708,9.5,9.5,80,6.1,6.1,51,84.4,84.4,708,131,15.6,15.6,131
06105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,0,68,.0,-1.0,-1,.0,-1.0,-1,100.0,100.0,68,0,.0,-1.0,-1,57,1,0,56,1.8,-1.0,-1,.0,-1.0,-1,98.2,98.2,56,1,1.8,-1.0,-1
06109,374,61,12,301,16.3,16.3,61,3.2,3.2,12,80.5,80.5,301,73,19.5,19.5,73,61.00,321.00,18.00,400,15.3,15.3,61,4.5,4.5,18,80.3,80.3,321,79,19.8,19.8,79,425,60,20,345,14.1,14.1,60,4.7,4.7,20,81.2,81.2,345,80,18.8,18.8,80,360,40,16,304,11.1,11.1,40,4.4,4.4,16,84.4,84.4,304,56,15.6,15.6,56,381,42,11,328,11.0,11.0,42,2.9,2.9,11,86.1,86.1,328,53,13.9,13.9,53,385,33,12,340,8.6,8.6,33,3.1,3.1,12,88.3,88.3,340,45,11.7,11.7,45,398,24,15,359,6.0,6.0,24,3.8,3.8,15,90.2,90.2,359,39,9.8,9.8,39
06111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,36,20,501,6.5,6.5,36,3.6,3.6,20,89.9,89.9,501,56,10.1,10.1,56
06112,393,143,36,214,36.4,36.4,143,9.2,9.2,36,54.5,54.5,214,179,45.5,45.5,179,130.00,244.00,40.00,414,31.4,31.4,130,9.7,9.7,40,58.9,58.9,244,170,41.1,41.1,170,355,101,22,232,28.5,28.5,101,6.2,6.2,22,65.4,65.4,232,123,34.6,34.6,123,384,98,26,260,25.5,25.5,98,6.8,6.8,26,67.7,67.7,260,124,32.3,32.3,124,380,80,28,272,21.1,21.1,80,7.4,7.4,28,71.6,71.6,272,108,28.4,28.4,108,390,49,27,314,12.6,12.6,49,6.9,6.9,27,80.5,80.5,314,76,19.5,19.5,76,371,50,31,290,13.5,13.5,50,8.4,8.4,31,78.2,78.2,290,81,21.8,21.8,81
06114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,71,26,179,25.7,25.7,71,9.4,9.4,26,64.9,64.9,179,97,35.1,35.1,97,252,56,21,175,22.2,22.2,56,8.3,8.3,21,69.4,69.4,175,77,30.6,30.6,77,258,54,19,185,20.9,20.9,54,7.4,7.4,19,71.7,71.7,185,73,28.3,28.3,73,250,53,14,183,21.2,21.2,53,5.6,5.6,14,73.2,73.2,183,67,26.8,26.8,67
06116,371,117,29,225,31.5,31.5,117,7.8,7.8,29,60.6,60.6,225,146,39.4,39.4,146,122.00,254.00,33.00,409,29.8,29.8,122,8.1,8.1,33,62.1,62.1,254,155,37.9,37.9,155,406,99,37,270,24.4,24.4,99,9.1,9.1,37,66.5,66.5,270,136,33.5,33.5,136,372,68,22,282,18.3,18.3,68,5.9,5.9,22,75.8,75.8,282,90,24.2,24.2,90,388,69,13,306,17.8,17.8,69,3.4,3.4,13,78.9,78.9,306,82,21.1,21.1,82,373,53,21,299,14.2,14.2,53,5.6,5.6,21,80.2,80.2,299,74,19.8,19.8,74,391,48,13,330,12.3,12.3,48,3.3,3.3,13,84.4,84.4,330,61,15.6,15.6,61
06117,439,110,20,309,25.1,25.1,110,4.6,4.6,20,70.4,70.4,309,130,29.6,29.6,130,122.00,329.00,21.00,472,25.8,25.8,122,4.4,4.4,21,69.7,69.7,329,143,30.3,30.3,143,492,104,32,356,21.1,21.1,104,6.5,6.5,32,72.4,72.4,356,136,27.6,27.6,136,442,85,24,333,19.2,19.2,85,5.4,5.4,24,75.3,75.3,333,109,24.7,24.7,109,414,91,13,310,22.0,22.0,91,3.1,3.1,13,74.9,74.9,310,104,25.1,25.1,104,399,57,29,313,14.3,14.3,57,7.3,7.3,29,78.4,78.4,313,86,21.6,21.6,86,433,70,26,337,16.2,16.2,70,6.0,6.0,26,77.8,77.8,337,96,22.2,22.2,96
06119,1724,354,120,1250,20.5,20.5,354,7.0,7.0,120,72.5,72.5,1250,474,27.5,27.5,474,316.00,1347.00,91.00,1754,18.0,18.0,316,5.2,5.2,91,76.8,76.8,1347,407,23.2,23.2,407,1796,242,98,1456,13.5,13.5,242,5.5,5.5,98,81.1,81.1,1456,340,18.9,18.9,340,1802,235,77,1490,13.0,13.0,235,4.3,4.3,77,82.7,82.7,1490,312,17.3,17.3,312,1779,185,67,1527,10.4,10.4,185,3.8,3.8,67,85.8,85.8,1527,252,14.2,14.2,252,1850,88,42,1720,4.8,4.8,88,2.3,2.3,42,93.0,93.0,1720,130,7.0,7.0,130,1904,100,42,1762,5.3,5.3,100,2.2,2.2,42,92.5,92.5,1762,142,7.5,7.5,142
06121,631,88,13,530,13.9,13.9,88,2.1,2.1,13,84.0,84.0,530,101,16.0,16.0,101,85.00,579.00,14.00,678,12.5,12.5,85,2.1,2.1,14,85.4,85.4,579,99,14.6,14.6,99,687,72,18,597,10.5,10.5,72,2.6,2.6,18,86.9,86.9,597,90,13.1,13.1,90,572,87,27,458,15.2,15.2,87,4.7,4.7,27,80.1,80.1,458,114,19.9,19.9,114,542,44,7,491,8.1,8.1,44,1.3,1.3,7,90.6,90.6,491,51,9.4,9.4,51,536,46,15,475,8.6,8.6,46,2.8,2.8,15,88.6,88.6,475,61,11.4,11.4,61,595,61,29,505,10.3,10.3,61,4.9,4.9,29,84.9,84.9,505,90,15.1,15.1,90
07103,290,22,4,264,7.6,7.6,22,1.4,-1.0,-1,91.0,91.0,264,26,9.0,9.0,26,23.00,263.00,7.00,293,7.8,7.8,23,2.4,2.4,7,89.8,89.8,263,30,10.2,10.2,30,284,12,6,266,4.2,4.2,12,2.1,2.1,6,93.7,93.7,266,18,6.3,6.3,18,319,14,5,300,4.4,4.4,14,1.6,1.6,5,94.0,94.0,300,19,6.0,6.0,19,290,16,3,271,5.5,5.5,16,1.0,-1.0,-1,93.4,93.4,271,19,6.6,6.6,19,286,5,7,274,1.7,1.7,5,2.4,2.4,7,95.8,95.8,274,12,4.2,4.2,12,284,4,6,274,1.4,-1.0,-1,2.1,2.1,6,96.5,96.5,274,10,3.5,3.5,10
07108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,34,16,86,25.0,25.0,34,11.8,11.8,16,63.2,63.2,86,50,36.8,36.8,50
07110,269,75,11,183,27.9,27.9,75,4.1,4.1,11,68.0,68.0,183,86,32.0,32.0,86,74.00,154.00,12.00,240,30.8,30.8,74,5.0,5.0,12,64.2,64.2,154,86,35.8,35.8,86,245,64,13,168,26.1,26.1,64,5.3,5.3,13,68.6,68.6,168,77,31.4,31.4,77,228,38,23,167,16.7,16.7,38,10.1,10.1,23,73.2,73.2,167,61,26.8,26.8,61,203,30,20,153,14.8,14.8,30,9.9,9.9,20,75.4,75.4,153,50,24.6,24.6,50,200,16,13,171,8.0,8.0,16,6.5,6.5,13,85.5,85.5,171,29,14.5,14.5,29,187,11,13,163,5.9,5.9,11,7.0,7.0,13,87.2,87.2,163,24,12.8,12.8,24
07112,238,71,18,149,29.8,29.8,71,7.6,7.6,18,62.6,62.6,149,89,37.4,37.4,89,85.00,116.00,18.00,219,38.8,38.8,85,8.2,8.2,18,53.0,53.0,116,103,47.0,47.0,103,231,77,24,130,33.3,33.3,77,10.4,10.4,24,56.3,56.3,130,101,43.7,43.7,101,224,73,16,135,32.6,32.6,73,7.1,7.1,16,60.3,60.3,135,89,39.7,39.7,89,231,58,19,154,25.1,25.1,58,8.2,8.2,19,66.7,66.7,154,77,33.3,33.3,77,238,63,25,150,26.5,26.5,63,10.5,10.5,25,63.0,63.0,150,88,37.0,37.0,88,224,50,15,159,22.3,22.3,50,6.7,6.7,15,71.0,71.0,159,65,29.0,29.0,65
07113,1630,732,125,773,44.9,44.9,732,7.7,7.7,125,47.4,47.4,773,857,52.6,52.6,857,745.00,780.00,116.00,1641,45.4,45.4,745,7.1,7.1,116,47.5,47.5,780,861,52.5,52.5,861,1618,583,117,918,36.0,36.0,583,7.2,7.2,117,56.7,56.7,918,700,43.3,43.3,700,1641,513,117,1011,31.3,31.3,513,7.1,7.1,117,61.6,61.6,1011,630,38.4,38.4,630,1587,499,100,988,31.4,31.4,499,6.3,6.3,100,62.3,62.3,988,599,37.7,37.7,599,1712,398,119,1195,23.2,23.2,398,7.0,7.0,119,69.8,69.8,1195,517,30.2,30.2,517,1721,472,129,1120,27.4,27.4,472,7.5,7.5,129,65.1,65.1,1120,601,34.9,34.9,601
07115,385,209,34,142,54.3,54.3,209,8.8,8.8,34,36.9,36.9,142,243,63.1,63.1,243,241.00,131.00,40.00,412,58.5,58.5,241,9.7,9.7,40,31.8,31.8,131,281,68.2,68.2,281,435,234,56,145,53.8,53.8,234,12.9,12.9,56,33.3,33.3,145,290,66.7,66.7,290,429,209,53,167,48.7,48.7,209,12.4,12.4,53,38.9,38.9,167,262,61.1,61.1,262,711,334,60,317,47.0,47.0,334,8.4,8.4,60,44.6,44.6,317,394,55.4,55.4,394,701,283,86,332,40.4,40.4,283,12.3,12.3,86,47.4,47.4,332,369,52.6,52.6,369,690,244,71,375,35.4,35.4,244,10.3,10.3,71,54.3,54.3,375,315,45.7,45.7,315
